Func_id	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
pfam00001	9	31	6	40	142	62	0	28	2	3	148	10
pfam00002	6	6	2	0	10	3	0	0	0	0	12	0
pfam00003	5	0	2	17	13	8	0	5	6	0	10	0
pfam00004	38613	43150	41467	39853	34462	34289	83958	46782	53388	37653	94761	40273
pfam00005	308770	360795	335385	339249	284459	282778	557492	298046	338061	246999	729665	351927
pfam00006	20299	28092	27266	27502	21858	22652	39118	22494	24275	19530	47496	27879
pfam00007	0	0	0	0	5	0	0	0	0	0	0	0
pfam00008	3	75	21	14	92	96	6	11	7	0	149	0
pfam00009	41907	52789	50444	50858	41618	41315	75500	44904	46363	37783	98004	50006
pfam00010	140	91	8	17	126	5	0	5	0	4	93	3
pfam00011	9976	10854	11226	9461	12037	9795	37636	20117	21489	16003	35952	6295
pfam00012	20074	26647	25363	25615	19520	20135	20673	14313	16301	13737	39354	26365
pfam00013	4901	5467	4739	4830	4836	4276	15255	6195	9567	5942	14221	5097
pfam00014	0	6	0	3	6	3	0	7	0	0	27	7
pfam00015	13174	12876	11659	13105	11522	11690	13068	11505	7367	8155	23211	6453
pfam00016	967	1074	892	1222	641	765	4436	1581	1999	1206	2314	777
pfam00017	0	6	0	14	46	10	6	19	0	7	43	9
pfam00018	231	208	16	64	188	9	22	73	93	69	129	11
pfam00019	0	0	0	0	9	0	0	0	0	0	0	6
pfam00020	0	3	0	0	0	5	0	0	0	0	0	0
pfam00021	0	0	0	0	0	0	0	3	0	0	0	0
pfam00022	459	405	71	132	453	95	718	202	613	164	156	16
pfam00023	2625	4686	2735	4484	3844	3733	1355	2074	1476	1376	4925	3380
pfam00024	25	21	22	17	40	28	0	14	0	4	86	13
pfam00025	1241	908	833	729	871	763	948	1965	1285	1078	2464	493
pfam00026	463	441	74	125	515	64	30	52	34	12	126	33
pfam00027	32782	33063	34418	30313	26944	25440	28972	30423	23497	21141	75518	24625
pfam00028	30	93	33	62	142	98	76	113	39	34	384	429
pfam00029	0	0	0	0	0	0	0	0	0	0	0	0
pfam00030	231	305	181	68	182	112	2	856	104	255	663	468
pfam00031	0	13	0	0	0	6	0	0	0	0	1013	22
pfam00032	3191	3430	3447	3626	2928	2708	7248	5178	5376	4258	9154	2340
pfam00033	5815	7469	7246	7503	5877	6296	5674	6455	3374	3879	11704	3326
pfam00034	19051	24603	23478	24214	22681	21070	22877	28701	21017	20989	58938	16481
pfam00035	2903	3169	2757	2908	2790	2548	6290	4423	4232	3537	8509	2076
pfam00036	138	153	30	125	148	61	24	27	33	18	113	74
pfam00037	7825	8066	9645	8107	7132	7291	12377	7255	7241	6689	15832	7582
pfam00038	0	3	0	0	9	0	0	0	0	0	0	8
pfam00039	0	0	0	0	0	0	0	0	0	0	3	0
pfam00040	0	0	0	0	0	0	0	0	0	0	0	0
pfam00041	8737	7806	6540	5969	6160	5993	8166	7998	7455	5908	22266	7231
pfam00042	793	338	394	496	473	414	830	638	136	216	914	563
pfam00043	6257	10052	6694	8554	11534	6888	9930	9848	3582	7718	20283	4229
pfam00044	5312	6282	5950	6244	5288	4963	11664	6122	7132	4950	13179	6067
pfam00045	22	29	15	27	33	20	0	18	22	0	129	69
pfam00046	103	82	3	21	89	6	3	15	4	13	87	24
pfam00047	0	0	3	0	0	0	0	3	7	0	9	2
pfam00048	0	0	0	0	0	0	0	0	0	0	0	0
pfam00049	0	0	0	0	0	0	0	0	0	0	3	0
pfam00050	73	120	113	69	69	60	8	105	45	194	174	61
pfam00051	0	0	0	0	0	0	0	0	0	0	3	0
pfam00052	2	29	3	0	10	12	0	5	0	0	40	40
pfam00053	3	3	0	9	8	15	2	16	0	4	29	13
pfam00054	0	0	0	4	3	0	0	7	0	0	14	0
pfam00055	0	0	0	4	5	3	0	0	0	0	20	0
pfam00056	4450	5871	5545	5334	4533	4653	10329	5312	6856	4799	11436	5655
pfam00057	3	19	2	15	37	6	3	6	3	5	101	8
pfam00058	89	190	83	176	112	69	98	82	117	30	175	123
pfam00059	120	248	68	89	124	104	26	76	29	57	453	119
pfam00060	6	22	11	38	32	19	0	5	5	0	38	51
pfam00061	3	0	0	0	0	0	0	0	0	0	7	0
pfam00062	0	2	0	0	0	0	4	0	0	9	0	0
pfam00063	340	322	13	144	272	51	35	38	2	30	145	16
pfam00064	0	0	0	0	0	0	0	0	0	0	0	0
pfam00066	0	0	0	0	0	0	0	0	0	0	0	0
pfam00067	25082	23609	18487	20971	18788	16255	30100	15519	18086	13267	46936	12594
pfam00068	15	5	15	11	6	0	83	229	140	207	230	0
pfam00069	135690	137494	144372	134558	120082	104798	75617	98910	100187	72984	242252	169780
pfam00070	15170	18075	17659	19588	12507	13731	17789	11499	10247	8806	25787	16229
pfam00071	1060	1057	495	613	903	644	533	708	275	390	1141	316
pfam00072	269989	292812	266762	270971	231267	225687	275623	281973	242930	203567	675779	216445
pfam00073	0	0	0	0	0	0	0	0	0	0	0	0
pfam00074	0	0	0	0	0	0	0	0	0	0	0	0
pfam00075	4419	3840	3169	3819	4403	2950	4433	2566	2139	2607	7716	2407
pfam00076	5705	6932	6000	6260	6370	4860	4078	5265	4034	4494	15151	4923
pfam00077	196	144	99	76	62	140	35	63	76	22	756	182
pfam00078	21533	10805	18300	21128	10385	12702	5610	5541	7011	3667	15132	9933
pfam00079	1455	1872	1332	1552	1750	1528	1041	728	945	644	3166	1157
pfam00080	961	1467	1533	1368	1056	880	657	1074	878	832	3997	1477
pfam00081	3337	4570	4042	4177	3496	3414	7432	4740	5337	3881	10450	3980
pfam00082	18653	18898	16005	15115	14230	14405	27255	14505	22247	14796	62735	26859
pfam00083	19543	24833	21045	26515	22344	18094	37569	20923	18126	14027	30470	12003
pfam00084	12	19	5	15	34	32	2	10	4	7	43	6
pfam00085	8937	10294	8326	8657	8669	7603	22772	9636	14084	8988	25774	8861
pfam00086	0	0	4	6	0	6	3	0	0	0	0	0
pfam00087	0	0	3	0	0	0	0	0	0	0	0	0
pfam00088	0	0	0	0	0	6	0	0	0	0	10	0
pfam00089	4332	5374	5414	5057	4150	4047	5442	2743	3090	3787	9717	6892
pfam00090	0	7	0	2	12	5	3	0	5	0	17	0
pfam00091	4385	5592	5282	5198	4677	4056	9763	5315	7359	4658	12446	5447
pfam00092	1017	1144	911	1058	1120	1017	1756	867	878	923	2818	1076
pfam00093	0	0	0	0	0	0	0	0	0	0	4	0
pfam00094	51	63	104	61	45	52	3	28	15	16	115	31
pfam00095	5	0	0	3	7	0	0	3	6	0	15	0
pfam00096	629	491	163	649	580	455	3484	602	1821	1051	1787	244
pfam00097	67	75	9	39	58	73	2	3	3	14	67	0
pfam00098	1708	909	288	2712	1329	204	123	497	242	54	1744	486
pfam00100	0	4	0	0	0	0	3	0	3	0	9	4
pfam00101	398	388	306	468	229	269	756	393	434	192	899	174
pfam00102	235	206	164	175	156	124	72	193	79	154	386	59
pfam00103	5	0	0	0	0	0	0	0	0	0	0	0
pfam00104	0	2	0	3	3	0	2	3	0	0	7	3
pfam00105	13	18	48	3	36	5	0	6	0	0	6	6
pfam00106	139613	165137	147799	154133	125433	114094	197140	121244	121655	100239	304126	118783
pfam00107	41512	46395	43095	43478	39704	34617	91883	54885	56020	40123	113182	29817
pfam00108	26484	28322	29653	28469	21309	22398	43751	22297	26232	20537	54510	29352
pfam00109	20556	21045	23636	19300	17391	17073	25450	20216	16977	16615	46668	18723
pfam00110	0	0	0	0	7	0	0	0	0	0	12	0
pfam00111	19004	23995	21852	21790	21409	17515	37328	26421	22744	16853	58243	15544
pfam00112	859	1044	847	974	1253	994	2735	1584	1640	1452	2661	584
pfam00113	7656	9957	10090	10291	7485	7823	15341	7387	8532	7401	16470	10402
pfam00114	436	421	289	388	409	209	870	227	54	601	848	428
pfam00115	22889	29068	28824	27679	23126	23016	44203	22697	26151	21592	53567	26391
pfam00116	7920	9965	8203	8639	7779	7566	22270	14111	15884	10727	26638	5880
pfam00117	24241	30408	28317	28935	24160	22790	51217	28419	32470	24501	64087	26757
pfam00118	19496	26776	27666	25183	20291	20696	35054	16234	25062	16381	39853	27697
pfam00119	5095	6269	5830	6049	5053	5018	9072	4955	5184	4247	11694	5404
pfam00120	15794	19219	18088	17831	13350	13235	29529	13345	15940	11568	31257	17993
pfam00121	5423	6570	6567	6576	4953	5182	10811	5671	6468	5057	12836	6368
pfam00122	18073	18538	22114	19025	17638	16939	31492	20535	20734	16858	46572	17583
pfam00123	0	0	0	0	0	0	0	0	0	0	0	0
pfam00124	24	48	18	75	269	18	463	353	12	53	43	10
pfam00125	281	339	71	184	162	123	47	54	14	13	185	55
pfam00126	34815	33622	28042	33382	29993	23317	37294	29615	19448	19923	61467	18479
pfam00127	4787	3072	4100	2651	2264	2961	5448	4903	6093	5408	14139	3611
pfam00128	24155	28431	25428	24753	22625	21906	41412	24251	26612	19428	62549	23620
pfam00129	0	0	0	0	0	0	0	0	0	0	0	0
pfam00130	10	18	3	2	29	12	0	7	0	0	10	0
pfam00131	0	0	0	0	0	0	0	0	0	0	0	0
pfam00132	24506	29939	26560	28948	24583	24582	54747	34499	34912	27860	70118	21921
pfam00133	28301	36342	37186	37113	25364	29234	46925	21944	26475	20285	55416	36560
pfam00134	86	111	16	45	89	71	10	31	0	9	71	0
pfam00135	10087	14325	11942	15878	11475	9667	8139	6871	6010	4972	14601	9112
pfam00136	1159	884	819	1008	962	899	7116	2488	4130	2181	2816	672
pfam00137	3795	4496	3750	4227	3927	3672	10494	5103	6251	4517	10188	3399
pfam00139	919	1435	947	1495	1089	574	356	1052	327	269	1158	295
pfam00140	9169	10859	8630	8087	7838	7210	16563	10195	13223	10408	27764	9195
pfam00141	5131	8245	7191	9065	6220	5570	5409	3344	2945	2635	7235	5796
pfam00142	52	75	86	124	323	69	317	224	11	71	139	36
pfam00143	0	0	0	0	0	0	0	0	0	0	0	0
pfam00144	35802	40357	36613	38465	36473	34180	27091	24208	21618	18838	68081	38505
pfam00145	5374	3703	2843	3846	3045	3286	6135	3032	4480	3197	9218	1233
pfam00146	10702	12487	12865	12638	9547	10077	19031	10030	10822	8864	23668	12829
pfam00147	26	27	7	25	20	49	0	3	3	0	118	30
pfam00148	67	73	170	140	473	82	467	484	39	58	204	11
pfam00149	13106	14893	12870	14387	12951	11533	17178	15489	11646	11052	33309	10725
pfam00150	6811	5186	4097	4354	3755	3631	8214	6165	8512	5282	12769	2186
pfam00151	0	10	0	17	7	7	0	13	0	2	70	8
pfam00152	17971	23101	22867	23440	17171	18119	32110	17312	19402	15782	39481	22646
pfam00153	1023	905	77	217	830	130	53	54	11	44	362	18
pfam00154	9424	11733	11995	11923	8348	9363	11615	8395	8212	6999	20213	11533
pfam00155	53516	60666	60497	60215	48875	49450	89391	55398	53380	44335	120570	52735
pfam00156	19163	22436	20989	20445	19803	18226	52714	31002	34906	25253	64648	17213
pfam00157	0	10	0	3	8	0	0	0	0	0	6	0
pfam00158	48883	72635	75592	74148	51687	52730	46907	58204	42144	43041	122584	74809
pfam00159	0	0	0	0	4	0	0	0	0	0	0	0
pfam00160	9650	12086	10530	10921	9192	9043	11942	9075	8704	7603	24054	11785
pfam00161	37	15	22	3	15	10	4	49	20	39	134	5
pfam00162	7864	10129	9783	9691	7304	8011	14489	7099	8766	5922	15958	9737
pfam00163	3359	4041	3688	3633	3206	3107	7705	4355	4476	3608	9252	3390
pfam00164	4038	5460	5094	5053	4169	4308	9275	4938	6123	4509	10793	5013
pfam00165	2079	2293	2335	2547	1614	1719	1347	518	577	591	2539	2021
pfam00166	6798	9113	8399	8135	7003	6932	10664	7558	7567	6594	18825	7534
pfam00167	0	0	0	0	0	0	0	0	0	0	0	0
pfam00168	206	158	11	47	169	26	11	38	9	13	146	3
pfam00169	64	55	0	4	66	6	5	6	5	14	17	0
pfam00170	165	151	31	61	94	24	13	35	14	41	116	21
pfam00171	81560	103093	94729	100246	67625	67448	98181	50582	59440	45394	145579	93255
pfam00172	181	197	6	15	193	0	8	16	0	0	51	3
pfam00173	385	315	178	86	297	120	456	164	119	100	377	69
pfam00174	15431	17091	20155	17251	13464	13430	22626	16782	14895	11695	29724	14432
pfam00175	8327	8812	8512	8733	8147	7101	14969	10660	8925	6993	20105	5614
pfam00176	8382	6293	5668	6311	5617	5342	15397	7730	9251	7928	13985	5849
pfam00177	4507	6182	6212	5983	4680	4804	10829	5386	6531	4928	11534	5928
pfam00178	0	6	0	0	11	0	0	0	5	0	12	3
pfam00179	543	507	246	243	586	177	119	162	186	107	310	77
pfam00180	22111	27338	29936	27574	19590	21844	31989	21623	22530	17481	49443	27227
pfam00181	3520	4248	3802	4109	3466	3418	8444	4649	4927	3876	9401	3574
pfam00182	270	136	107	160	113	227	93	223	98	93	351	173
pfam00183	2288	2577	2378	2885	2465	2009	2085	1728	915	1433	3293	1784
pfam00184	0	0	0	0	0	0	0	0	0	0	0	0
pfam00185	8483	10625	10038	9615	7983	7958	19837	11534	12972	9255	23955	9680
pfam00186	1178	1364	952	1303	1179	1250	742	811	458	1091	3075	977
pfam00187	3	0	0	0	0	0	0	0	0	0	0	0
pfam00188	3487	3196	3109	2616	2749	2775	5806	4749	6074	3269	13287	2360
pfam00189	3463	4368	3988	4207	3569	3532	9093	4825	5377	3965	9580	3815
pfam00190	1473	1985	1999	2335	1610	1575	863	1577	1419	1306	4510	1112
pfam00191	53	64	9	6	60	11	0	0	0	30	33	21
pfam00193	3	3	0	0	0	3	0	0	0	0	5	0
pfam00194	424	666	717	671	381	439	121	227	147	183	402	648
pfam00195	1433	1660	1564	1878	1435	1216	1326	1402	1157	1494	2576	520
pfam00196	75946	65742	60102	60922	46798	46006	81013	61229	66171	46603	149424	50558
pfam00197	0	0	0	0	0	0	0	0	0	0	0	0
pfam00198	15162	17719	17134	16984	13145	13637	34330	18542	20499	13752	36906	16727
pfam00199	4068	5296	3364	4484	3463	2111	2722	1269	1107	920	4512	3916
pfam00200	35	386	77	21	151	22	681	546	646	838	1475	638
pfam00201	1515	1015	936	906	1021	715	2620	1492	1356	1108	2935	910
pfam00202	46871	57915	55693	53893	41475	43829	76860	44018	49315	35837	98765	53144
pfam00203	3708	4767	4441	4444	3850	3757	8988	4799	5501	4055	9877	4374
pfam00204	6364	8075	7729	8143	6411	6459	10855	6444	6064	6139	14596	8000
pfam00205	15660	20792	18507	17782	20227	14539	42658	23217	21964	16738	49913	12763
pfam00206	19790	25986	25176	24274	19068	18959	36929	20541	22737	17039	44619	26490
pfam00207	1247	1593	1194	1232	1489	1441	339	1004	816	1134	4023	977
pfam00208	7463	7756	9148	7427	5255	6193	12050	7668	10106	6023	17775	8185
pfam00209	79	178	106	159	197	172	2	18	22	34	382	105
pfam00210	4537	7423	6590	6614	5901	5744	13161	8013	7425	5946	15948	5961
pfam00211	23040	29144	26111	24177	20953	19663	29180	17460	25326	18258	66480	37860
pfam00212	0	0	0	0	0	0	0	0	0	0	0	0
pfam00213	4511	5034	4333	4693	4087	3992	7539	4749	5036	4020	10806	4494
pfam00214	0	0	0	0	0	0	0	0	0	0	0	0
pfam00215	4048	5339	4591	5396	4272	4047	11563	6785	6492	4685	11824	3933
pfam00216	9204	12701	11823	12958	9844	9491	14912	13939	9650	10297	25008	9383
pfam00217	424	644	478	353	466	420	192	189	520	302	1591	945
pfam00218	4839	6130	5655	5515	4274	4438	10431	5218	6084	4356	12449	5272
pfam00219	0	0	0	0	0	0	0	0	0	0	0	0
pfam00220	0	0	0	0	0	0	0	0	0	0	0	0
pfam00221	8246	8508	8720	8934	6255	6287	7705	4517	5745	4306	14608	8220
pfam00223	27	35	6	2	27	2	264	111	4	18	43	14
pfam00224	5882	7034	7143	7000	5895	5626	7624	4645	5501	4341	13446	8106
pfam00225	332	336	25	85	356	52	34	51	4	34	244	28
pfam00226	13998	15162	13106	14369	13726	11563	26508	17130	16383	14091	35739	10579
pfam00227	4033	4996	4449	5059	4387	3767	14851	5487	7215	4941	9929	3681
pfam00228	0	0	0	0	0	0	0	0	0	0	0	0
pfam00229	0	0	12	0	0	0	11	0	0	0	0	0
pfam00230	8547	10363	8548	10146	7716	6685	11576	6933	7974	5968	15805	9039
pfam00231	6991	8967	8802	8719	6530	6828	10074	5588	6505	5254	15336	8673
pfam00232	6702	5738	6008	6502	4918	4931	7563	4623	4851	4322	11536	5531
pfam00233	41	42	3	42	39	10	6	9	6	0	14	0
pfam00234	0	0	0	0	0	0	0	0	0	0	0	0
pfam00235	12	17	0	0	20	0	0	0	0	5	8	0
pfam00236	0	0	0	0	0	0	0	0	0	0	0	0
pfam00237	3829	5002	4503	4623	3944	3805	8796	4868	5571	4076	10618	4332
pfam00238	4073	5263	4924	5045	4195	4189	9955	4948	5657	4270	10855	4922
pfam00239	13831	11569	15290	14259	9887	11099	15754	10719	11427	7838	19082	5780
pfam00240	270	213	68	184	373	221	82	350	201	142	438	20
pfam00241	36	35	4	8	29	3	4	11	3	5	20	5
pfam00242	0	0	0	0	0	0	0	0	0	0	0	0
pfam00243	0	0	0	0	0	0	0	0	0	0	0	0
pfam00244	36	82	3	29	57	5	21	6	8	5	15	0
pfam00245	236	230	139	138	251	140	33	62	87	161	1205	796
pfam00246	3511	3801	3163	2996	3759	3120	2516	3496	2838	2945	10479	5902
pfam00248	55322	70025	58885	67222	50384	44675	78069	39361	41780	31896	96132	48951
pfam00249	216	95	0	28	64	17	11	12	0	5	90	0
pfam00250	56	37	6	22	29	0	4	3	8	0	52	0
pfam00251	1824	1295	1161	1315	1588	1057	4266	3188	2140	1552	1754	1225
pfam00252	4281	5434	5263	5358	4234	4389	9264	5055	5973	4409	10726	4916
pfam00253	3014	3781	3140	3564	3198	2947	5505	3654	3675	3194	8418	3110
pfam00254	6410	7264	6186	7048	6453	5343	10510	7088	7155	5519	16932	5630
pfam00255	2253	3155	2326	3408	3088	2101	1954	1313	770	1105	3695	2274
pfam00257	0	0	0	0	0	0	0	9	0	0	0	0
pfam00258	829	639	565	638	688	538	1926	777	624	582	1841	565
pfam00260	0	0	0	0	0	0	0	0	0	0	0	0
pfam00261	0	0	0	0	5	2	0	0	0	0	12	2
pfam00262	47	37	0	3	52	7	6	6	0	13	50	4
pfam00263	7952	12350	11511	12666	9318	9771	10344	13011	8830	9332	21933	8608
pfam00264	781	631	968	820	727	523	153	379	248	488	1299	768
pfam00265	1493	1716	1533	1329	1259	1254	2510	1470	1927	1606	3682	2069
pfam00266	37917	43539	42847	41307	32507	33342	64681	40887	42254	33921	86371	39985
pfam00267	0	3	12	3	0	0	4	0	0	0	0	75
pfam00268	1570	1235	1008	1236	1170	1428	3389	1725	1836	1354	2672	1121
pfam00269	0	0	0	0	3	0	191	0	0	0	17	0
pfam00270	33333	37016	32376	33464	29585	27531	66930	36150	42574	29842	78604	33271
pfam00271	36534	38971	32357	34482	32780	29817	85850	46069	54293	39331	93648	32238
pfam00272	0	0	0	0	0	0	0	0	0	0	0	0
pfam00273	0	0	0	0	0	0	0	0	0	0	0	0
pfam00274	1797	3245	2565	2674	2161	2087	3436	1040	1130	1024	5805	3596
pfam00275	14194	17618	17460	18484	12866	13825	25578	12785	14037	10966	31284	16654
pfam00276	3489	4211	3682	3909	3547	3344	8854	4750	5433	3714	9712	3353
pfam00277	10	3	0	3	0	0	0	0	0	0	4	0
pfam00278	5051	6914	4985	6006	5951	4600	11313	6866	5835	5889	14959	5336
pfam00280	0	0	0	0	0	0	0	0	0	0	0	0
pfam00281	3644	4472	3783	4010	3496	3502	8807	4593	5309	3831	9432	3534
pfam00282	9875	11506	12462	11188	7987	8672	10949	6581	6645	4972	21133	12012
pfam00283	0	16	0	0	0	0	83	44	0	0	11	4
pfam00284	0	8	0	0	5	0	42	24	0	0	5	0
pfam00285	13190	17286	16460	15943	12461	12446	21992	9858	12988	9244	27974	18357
pfam00286	0	0	0	0	0	0	0	0	0	0	0	0
pfam00287	0	0	0	0	5	2	0	0	0	0	0	0
pfam00288	8685	8839	8210	8636	8373	6856	24564	15303	17093	11270	26783	5449
pfam00289	16959	20843	19127	19147	16113	16199	31436	19308	19558	16574	41289	19246
pfam00290	4996	6075	5637	6114	4417	4626	12983	6759	8591	5085	11839	5330
pfam00291	49475	55209	55478	51769	41446	41895	85009	45152	53195	38548	107361	54863
pfam00292	81	48	59	137	78	103	28	8	27	33	122	45
pfam00293	27819	26254	21532	23714	25087	21900	63436	34232	37256	27054	73095	17384
pfam00294	25627	25654	22795	25392	21704	19826	50525	30367	33413	22141	56792	20283
pfam00295	1874	2164	1627	1982	1729	1772	5788	3421	2558	1242	4816	1238
pfam00296	68755	79159	72057	64873	73855	46999	151224	67670	80965	62639	170189	59659
pfam00297	3689	4817	4414	4536	3711	3695	9140	5121	5641	3915	10133	4015
pfam00298	3625	4570	4177	4417	3658	3813	9128	4895	5512	4136	9914	3899
pfam00299	0	0	0	0	0	0	0	0	0	0	0	0
pfam00300	15282	14496	12214	12900	12797	11442	30027	13635	15556	13288	36120	11722
pfam00301	366	375	230	336	669	238	1432	483	252	351	1007	397
pfam00302	12	9	0	15	16	4	22	6	5	2	555	68
pfam00303	2540	2448	2115	2525	2330	2060	1036	1193	778	1448	5456	2544
pfam00304	0	0	0	0	0	0	0	0	0	0	0	0
pfam00305	35	57	35	35	106	39	11	41	43	4	59	83
pfam00306	7861	9924	9498	9333	8401	7759	19583	10267	12438	8976	20899	8934
pfam00307	62	38	0	26	63	3	3	7	0	9	30	7
pfam00308	6087	7715	7819	7367	6181	6121	10687	6888	6966	5833	14763	7112
pfam00309	2430	2968	2583	2908	2897	2395	3542	3857	2857	3100	6284	2384
pfam00310	9098	11853	11342	11797	8156	8875	12656	7742	6998	6831	17323	11229
pfam00311	6039	6620	6184	6975	4613	5055	7557	4034	4184	2736	10446	6635
pfam00312	3409	4215	3594	3921	3345	3361	8637	4620	5279	3688	9340	3424
pfam00313	11132	14620	13758	13334	11783	10917	16156	14291	12554	10924	29711	11008
pfam00314	322	227	109	208	139	131	200	79	62	331	272	18
pfam00316	946	1239	865	1260	1130	851	2280	847	1350	852	1944	1341
pfam00317	1346	1338	888	1224	1352	1145	6574	2666	3769	2421	4582	896
pfam00318	5670	7099	7272	7221	5399	5613	11004	5952	7132	5247	12925	7348
pfam00319	13	17	0	7	29	0	0	0	0	0	20	0
pfam00320	87	72	0	15	37	3	0	3	0	4	91	5
pfam00321	0	0	0	0	0	0	0	0	0	0	0	0
pfam00322	0	0	0	0	0	0	0	0	0	0	0	0
pfam00323	0	0	0	0	0	0	0	0	0	0	0	0
pfam00324	13067	12797	13788	14399	8125	8710	17573	7988	8906	6485	14953	7886
pfam00325	757	691	1102	1005	719	747	1271	635	446	826	1345	564
pfam00326	35762	36621	36237	35518	27661	28249	37992	30529	28864	23417	67005	32593
pfam00327	2998	3267	3106	3268	3012	2527	7772	4284	5083	3388	7640	2638
pfam00328	245	297	237	267	287	236	64	262	59	36	183	68
pfam00329	5764	6203	6282	6219	5577	5456	14626	8579	8334	7218	16438	5420
pfam00330	20809	26936	28174	27402	19377	21299	30676	18328	19531	15562	44312	28372
pfam00331	2552	2669	2009	2743	2812	2273	4793	3551	2679	1365	4659	1717
pfam00332	216	177	120	208	159	122	363	167	171	427	313	83
pfam00333	3211	4054	3709	3763	3344	3306	9455	4496	5435	3839	9280	3100
pfam00334	4133	5291	4772	5009	4281	3938	9492	5003	6009	4337	11066	4151
pfam00335	0	5	0	13	19	5	0	9	0	4	26	4
pfam00336	0	0	0	0	0	0	0	0	0	0	0	0
pfam00337	0	16	0	0	2	0	0	0	0	0	6	0
pfam00338	4143	4913	4904	4757	4038	4114	9244	4757	5928	4105	10645	4620
pfam00339	76	36	11	12	156	5	0	38	21	0	136	2
pfam00340	0	0	0	0	0	0	0	0	0	0	0	0
pfam00341	2	0	0	0	0	0	0	0	0	0	4	0
pfam00342	7347	10261	9876	10394	7239	7474	10639	6252	6633	5782	15554	9427
pfam00343	6230	10717	10520	10653	8387	7058	6684	5456	6308	4667	14583	9689
pfam00344	7484	9832	9718	9773	7027	7738	11372	6198	7398	5907	14662	9581
pfam00345	175	153	151	268	119	213	681	186	93	109	434	221
pfam00346	9268	10790	11688	11417	8699	9057	19525	10234	11144	9307	22674	11833
pfam00347	4345	5455	5377	5359	4377	4459	9870	4938	5882	4397	10819	4808
pfam00348	10479	13061	12153	12559	9985	9971	22467	11936	14068	10490	25653	11203
pfam00349	94	63	4	21	87	3	3	3	0	0	61	36
pfam00350	1508	1126	836	856	1191	951	5767	3134	3085	2762	3430	632
pfam00351	978	1482	1142	1371	1417	1109	1287	1079	903	851	2514	1011
pfam00352	65	118	149	219	386	157	2409	404	1087	707	187	29
pfam00353	1556	3148	1443	866	1996	1277	536	594	1283	3271	14967	11018
pfam00354	0	0	0	4	0	0	0	0	0	4	5	13
pfam00355	26567	33856	28469	26727	33319	22339	68726	39219	34147	28575	90530	19243
pfam00356	16228	10454	8120	10806	9912	7783	32671	20329	17611	11341	26780	5898
pfam00357	0	0	0	0	0	0	0	0	0	0	0	0
pfam00358	299	210	196	211	143	133	208	249	238	146	292	142
pfam00359	1707	2637	2047	1892	2006	1933	1992	1873	2322	2263	5724	2074
pfam00360	87	84	75	135	273	90	656	396	91	66	237	185
pfam00361	31334	34480	37055	36604	28175	28795	57266	31692	33964	27503	70549	36539
pfam00362	0	7	6	7	12	0	0	2	0	3	19	3
pfam00363	0	0	0	0	0	0	0	0	0	0	0	0
pfam00364	20615	23114	20464	20983	19486	17954	47118	28582	29810	22120	57131	18481
pfam00365	6828	7011	7493	6932	5316	5567	9064	5731	6883	5041	17014	8550
pfam00366	3588	4260	3913	4151	3502	3467	8749	4953	5525	4141	9592	3417
pfam00367	290	241	168	198	135	119	217	235	211	149	260	146
pfam00368	1057	1243	1323	909	1159	911	3530	1072	2135	1381	2891	1665
pfam00370	13011	12876	11967	13303	10620	9585	27681	14722	17395	11320	26704	10143
pfam00372	4	4	0	7	0	0	5	0	7	0	25	3
pfam00373	0	5	0	0	0	3	0	0	0	0	27	4
pfam00374	3464	4772	4854	4255	4014	3379	5773	5426	3656	3028	7699	2263
