Func_id	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
pfam03564	0	7	3	49	31	15	0	2	4	6	20	339
pfam03566	0	0	0	0	0	0	0	0	0	0	0	0
pfam03567	199	751	230	247	506	281	494	278	316	306	2372	222
pfam03568	31	43	0	8	35	3	0	0	0	0	5	3
pfam03569	0	0	0	0	0	0	0	0	0	0	0	0
pfam03571	594	839	1038	913	724	937	152	517	458	466	2575	1273
pfam03572	14160	15079	14208	15711	14132	12839	24709	19356	15208	12707	31187	10114
pfam03573	35	20	42	61	35	80	7	28	41	15	39	104
pfam03574	0	0	0	0	0	0	0	19	0	0	0	0
pfam03575	2891	2616	2214	2192	2134	2192	4003	1763	2379	1819	6695	3318
pfam03576	4704	5931	5471	5921	4587	4809	10833	6406	6754	5135	11602	5692
pfam03577	58	137	24	48	104	68	209	167	219	331	444	35
pfam03578	0	0	0	0	0	0	0	0	0	0	0	0
pfam03579	0	0	0	0	0	0	0	0	0	0	0	0
pfam03580	0	0	0	0	0	0	0	0	0	0	0	0
pfam03581	0	0	0	0	0	0	0	0	0	0	0	0
pfam03583	444	496	340	569	348	344	1282	250	482	178	1556	351
pfam03584	0	0	0	0	0	0	0	0	0	0	0	0
pfam03585	0	0	0	0	0	0	0	0	0	0	0	0
pfam03586	0	0	0	0	0	0	0	0	4	0	7	0
pfam03587	23	38	60	28	37	46	2310	340	1209	493	188	24
pfam03588	1468	1973	1358	1649	1940	1561	2077	1563	1186	1747	4715	1912
pfam03589	0	0	0	0	0	0	0	0	0	0	0	4
pfam03590	215	393	733	172	459	412	26	708	102	128	1564	96
pfam03591	1115	539	653	456	604	444	882	434	551	531	2681	991
pfam03592	537	423	410	406	283	423	717	821	272	842	1028	278
pfam03594	379	253	292	270	234	178	252	130	104	121	796	481
pfam03595	724	562	617	561	529	591	4798	826	1389	963	2529	483
pfam03596	169	174	126	229	173	115	36	71	18	31	212	30
pfam03597	291	224	285	315	464	293	164	330	99	405	1101	219
pfam03598	0	4	8	20	2	0	0	0	0	0	33	0
pfam03599	34	0	15	43	9	11	0	0	129	21	128	0
pfam03600	1546	2499	2048	2268	2972	2148	7893	4350	3997	3800	6538	1845
pfam03601	2592	3488	2675	3423	2670	2143	1697	2149	793	1272	3512	1694
pfam03602	3903	4751	4177	4508	3507	3526	6868	4438	4579	3482	10443	3597
pfam03603	0	0	0	0	0	0	0	0	0	0	0	0
pfam03604	7	21	31	7	6	33	746	183	611	192	100	17
pfam03605	30	85	79	92	36	33	0	0	4	17	50	749
pfam03606	101	319	224	252	239	206	13	57	57	58	531	1342
pfam03607	0	0	0	0	0	0	0	0	0	0	2	0
pfam03608	34	3	6	17	16	18	36	5	13	3	37	6
pfam03609	149	69	93	55	39	68	142	49	301	67	356	137
pfam03610	1478	1296	1286	1307	1395	1101	2338	1881	1618	1707	3774	1381
pfam03611	44	36	42	35	38	28	29	19	36	17	165	4
pfam03612	28	10	12	21	18	33	43	0	24	3	40	17
pfam03613	157	96	120	60	56	95	156	66	277	74	354	195
pfam03614	0	0	0	0	0	0	0	0	0	0	0	0
pfam03615	0	0	0	0	0	0	0	0	0	0	4	0
pfam03616	80	75	244	203	191	115	3	120	16	24	161	219
pfam03617	0	0	0	0	0	0	0	0	0	0	0	0
pfam03618	1202	2285	1655	1948	1909	1596	1623	1365	916	1514	3576	1952
pfam03619	69	37	0	12	37	15	3	11	0	3	32	4
pfam03620	0	0	0	0	0	0	0	0	0	0	0	0
pfam03621	872	319	543	501	350	431	608	576	347	398	946	285
pfam03622	0	0	0	0	0	0	0	0	0	0	0	0
pfam03623	0	0	0	3	0	0	0	0	0	0	0	0
pfam03625	2750	3549	3199	3652	1757	2007	5076	3067	2837	1884	5046	648
pfam03626	3228	3731	3245	3775	3180	2889	5603	6151	4434	4168	11107	2261
pfam03627	0	0	0	0	0	0	0	0	0	0	0	0
pfam03628	0	0	0	0	0	0	0	0	0	0	0	0
pfam03629	1582	2189	1105	1740	2079	1823	709	790	779	607	3886	1588
pfam03630	67	122	57	107	92	43	127	64	36	144	173	24
pfam03631	10131	13091	12739	11123	9807	10255	14621	10479	11959	7607	29975	10991
pfam03632	2878	2103	2139	1605	1404	1539	5721	2126	3326	1496	4789	1638
pfam03633	701	401	487	309	278	309	1925	503	924	390	1702	233
pfam03634	0	0	0	0	0	0	0	0	0	0	0	0
pfam03635	94	88	3	14	60	10	6	0	0	0	41	3
pfam03636	1671	1033	1184	956	748	814	4206	1714	2525	1084	3229	731
pfam03637	62	26	7	7	37	3	7	8	0	0	28	0
pfam03638	0	0	0	0	0	5	0	6	0	0	0	0
pfam03639	193	99	43	48	137	101	152	31	11	9	111	89
pfam03640	3732	4127	3404	2526	1766	2338	5490	1635	3335	1262	6700	2622
pfam03641	5380	6449	5663	5904	5889	4822	10498	8022	7571	6344	16680	5649
pfam03642	0	0	0	0	0	0	0	0	0	0	0	0
pfam03643	68	46	6	6	32	7	4	0	0	3	9	0
pfam03644	11	6	7	0	0	0	0	0	9	0	0	11
pfam03645	10	9	0	3	23	4	0	0	0	0	2	0
pfam03646	252	269	292	316	447	391	107	1054	356	492	1127	70
pfam03647	79	152	58	24	126	69	30	79	93	125	568	133
pfam03648	653	616	564	786	675	681	1945	925	1323	672	1533	374
pfam03649	297	329	441	316	306	424	340	861	297	344	1125	222
pfam03650	29	20	0	5	13	6	0	0	3	0	11	0
pfam03652	3336	3960	3611	3735	3212	3173	6654	4516	4362	3298	8907	2717
pfam03653	1045	1466	1201	1745	1509	1189	2083	1670	1017	1300	1701	768
pfam03656	15	20	8	2	8	0	0	0	0	0	0	0
pfam03657	14	5	0	0	0	0	128	11	14	12	34	8
pfam03658	216	187	147	303	158	125	298	138	22	220	415	180
pfam03659	601	225	392	106	289	354	229	216	382	313	1061	34
pfam03660	16	18	3	0	5	0	7	0	0	0	0	0
pfam03661	0	4	0	0	10	0	0	0	0	0	0	0
pfam03662	101	25	45	78	53	117	239	90	83	52	257	13
pfam03663	1390	1214	732	833	871	619	2413	617	1591	524	2626	380
pfam03664	202	84	71	110	79	137	23	31	66	31	400	128
pfam03665	3	2	0	0	0	0	0	0	0	2	2	0
pfam03666	36	40	0	2	33	0	0	0	0	0	13	0
pfam03668	4756	5135	5411	5720	3645	3866	6545	4730	3898	3429	8546	4098
pfam03669	0	0	0	0	0	0	0	0	0	0	4	0
pfam03670	7	3	7	5	7	0	0	0	0	0	0	3
pfam03671	0	0	0	0	0	0	2	0	0	0	0	0
pfam03672	0	3	0	0	0	0	8	0	0	0	12	0
pfam03673	0	0	0	0	0	0	0	0	0	0	0	0
pfam03676	34	26	0	0	27	0	0	6	0	0	3	0
pfam03677	7	19	5	13	0	38	0	4	0	6	25	0
pfam03678	0	0	0	0	0	0	0	0	0	0	0	0
pfam03682	218	194	277	235	171	395	52	92	57	88	416	217
pfam03683	968	630	669	801	493	615	627	619	870	746	1328	130
pfam03684	15	7	0	7	89	0	143	8	0	0	38	0
pfam03685	23	32	63	87	124	35	2320	341	1226	466	125	30
pfam03686	0	0	0	0	0	0	0	0	0	0	35	8
pfam03687	29	19	35	10	44	79	0	25	5	20	186	61
pfam03688	0	0	0	0	0	0	0	0	0	0	0	0
pfam03689	0	0	0	0	0	0	0	0	0	0	0	0
pfam03690	55	52	24	48	69	95	146	22	4	11	158	9
pfam03691	46	83	59	96	89	87	10	65	44	49	217	21
pfam03692	1516	2035	1617	2164	2148	2141	2760	3090	1717	2286	4892	1080
pfam03693	1382	1073	972	1346	844	909	369	1133	610	627	1247	315
pfam03694	13	17	0	3	17	2	0	0	0	0	5	0
pfam03695	536	460	399	674	222	412	1297	1027	584	531	672	312
pfam03698	0	0	0	0	0	0	33	0	0	0	0	0
pfam03699	3503	5177	6401	6315	2829	4404	6813	2497	3844	2162	6659	5169
pfam03700	0	0	0	0	0	0	0	0	0	0	0	0
pfam03701	0	0	0	5	3	0	0	0	0	0	0	0
pfam03702	3389	4486	4428	5119	3688	4142	7822	6162	4058	3275	6160	2114
pfam03703	2615	2954	2046	2374	2321	1969	5801	2163	2848	2202	6861	1693
pfam03704	12877	8100	6029	5767	7096	5621	16454	6852	10202	5538	23998	9969
pfam03705	4327	4293	3937	3946	4355	4122	3591	5427	3738	3802	11080	2055
pfam03706	10638	13044	9849	9565	8661	7900	18415	10921	17467	10827	35451	11579
pfam03707	1752	2078	2275	2719	1368	1541	813	629	307	367	2807	742
pfam03708	0	0	0	0	0	0	0	0	0	0	0	0
pfam03709	214	238	172	263	227	104	117	166	64	86	207	514
pfam03710	3587	5306	4638	5195	3948	3913	9085	4079	3175	3268	10258	4206
pfam03711	618	693	521	747	597	509	1454	362	457	229	1023	1071
pfam03712	3223	5056	5080	5458	5153	4402	2664	5686	2483	3303	7952	4658
pfam03713	1100	1257	1058	971	908	841	336	2692	576	748	3831	1458
pfam03714	81	77	99	103	20	58	53	31	197	0	96	21
pfam03715	41	17	3	7	18	6	6	0	0	0	13	0
pfam03716	8	0	0	0	0	0	0	0	0	0	0	0
pfam03717	8224	9260	8186	8371	6691	6856	16592	8709	8960	7360	22680	7201
pfam03718	21	58	65	147	69	110	8	6	0	0	8	9
pfam03719	3635	4456	3986	4145	3560	3487	8766	4721	5469	3892	9777	3749
pfam03720	9186	10072	10116	9287	8526	7989	19079	15110	12583	9804	25187	7355
pfam03721	13120	14989	14873	14347	11252	11456	24220	17497	14985	10885	31517	12313
pfam03722	0	0	0	0	3	0	0	0	0	0	0	0
pfam03723	4	0	13	19	0	0	0	0	15	0	36	6
pfam03724	171	400	337	318	347	306	365	897	72	193	665	892
pfam03725	7351	8950	8465	8257	7303	7377	17973	10007	10896	7583	20485	7191
pfam03726	2792	3335	2949	3220	2946	2808	5883	4201	3435	3125	7920	2230
pfam03727	82	96	27	21	93	18	0	0	2	8	74	59
pfam03728	0	0	0	0	0	0	0	0	0	0	0	0
pfam03729	2631	3547	4025	3240	3314	2938	4384	4700	2402	2679	7215	3040
pfam03730	16	18	0	0	4	0	0	0	2	0	2	0
pfam03731	34	26	0	9	28	0	40	3	0	0	0	0
pfam03732	2712	905	271	3183	999	107	162	543	207	55	1774	446
pfam03733	534	600	459	590	497	473	1252	526	259	323	882	376
pfam03734	9119	13035	11116	11039	10338	9858	13330	11241	10614	11514	33670	10315
pfam03735	0	5	0	0	0	3	0	0	0	0	0	4
pfam03736	18	38	10	44	4	11	0	10	0	12	10	0
pfam03737	4739	5598	5118	5984	5069	5063	14248	9314	9132	5920	12514	3743
pfam03738	516	472	368	328	423	467	335	373	175	186	1102	288
pfam03739	5262	7754	7923	8604	6276	6640	10408	6636	5621	6123	13437	5836
pfam03740	1644	2531	1826	2348	2229	1927	1661	1450	1099	1576	5228	2738
pfam03741	3080	3990	3474	3316	3267	2882	4667	4114	2768	3408	9517	5826
pfam03742	0	0	0	0	0	0	0	0	0	0	0	4
pfam03743	2987	2517	2787	3587	2029	2470	6065	6864	3338	3407	5023	662
pfam03744	3	0	0	0	0	6	0	0	0	0	8	0
pfam03745	1228	1447	1285	1088	793	1021	4411	1450	3012	1898	5927	1090
pfam03746	2004	1990	1866	1567	1871	1870	4234	2249	1823	2055	4388	2147
pfam03747	2353	1551	1213	1551	2040	1236	2600	1694	2053	1566	5146	1380
pfam03748	741	881	643	1052	1199	798	3013	2144	1635	1620	3092	316
pfam03749	328	381	315	331	460	244	379	430	201	202	902	150
pfam03750	61	297	181	279	611	207	1645	1324	547	687	353	33
pfam03752	0	0	0	3	0	8	9	0	0	10	7	8
pfam03753	0	0	0	0	0	0	0	0	0	0	0	0
pfam03754	0	0	0	0	0	0	0	0	0	0	0	0
pfam03755	2122	2881	2585	3166	2531	2513	3147	3668	2407	2784	6253	1934
pfam03756	54	12	0	13	20	20	9	32	69	21	118	9
pfam03759	0	0	0	0	0	0	5	8	0	6	0	0
pfam03760	0	0	0	0	0	0	0	0	0	0	0	0
pfam03761	0	0	0	0	0	0	0	0	0	0	0	0
pfam03762	0	0	0	18	3	0	2	0	0	0	6	0
pfam03763	0	0	0	0	0	0	0	0	0	0	0	0
pfam03764	8622	10348	9918	10139	8078	7993	16960	9719	10254	7699	20708	9193
pfam03765	48	32	6	6	26	0	0	0	0	0	10	0
pfam03766	0	2	0	0	0	0	0	0	0	0	3	0
pfam03767	154	483	162	221	212	206	534	289	145	217	1819	615
pfam03768	0	0	0	0	0	0	0	0	0	0	0	0
pfam03769	0	0	0	0	0	0	0	0	0	0	0	0
pfam03770	54	43	6	13	58	6	4	0	0	0	22	6
pfam03771	0	0	0	0	27	0	0	5	0	0	12	0
pfam03772	3361	4188	4009	3800	3335	3441	5766	4929	4882	3929	10980	3878
pfam03773	2966	2105	2353	1767	1394	1519	5679	3058	3291	1398	4916	1282
pfam03775	503	537	489	598	870	645	1691	1160	653	849	1141	216
pfam03776	467	486	496	589	869	622	1644	1182	677	837	1011	163
pfam03777	361	82	69	126	57	108	137	61	87	26	271	15
pfam03778	0	0	0	0	0	0	0	0	0	0	0	0
pfam03779	521	374	604	324	602	494	1141	1236	1646	908	2812	235
pfam03780	1247	1044	993	442	382	487	1781	793	1399	769	2889	1042
pfam03781	14315	18786	15285	17121	17089	14713	13251	16269	11569	10633	33960	17131
pfam03782	0	0	0	0	0	0	0	0	0	0	0	0
pfam03783	1185	1570	1421	1697	1139	1436	2237	1752	2225	1376	4297	974
pfam03784	0	0	0	0	0	0	0	0	0	0	0	0
pfam03785	0	0	0	0	0	0	0	0	0	0	4	0
pfam03786	2016	2581	2036	2937	2193	2209	3828	2127	1950	1869	3089	1898
pfam03787	877	718	521	835	1872	832	12247	6828	6055	5425	4316	79
pfam03788	212	61	121	110	95	70	420	71	18	26	284	52
pfam03789	0	0	0	0	0	0	0	0	0	0	3	0
pfam03790	0	0	0	0	0	0	0	0	0	0	0	0
pfam03791	0	0	0	0	0	0	0	0	0	0	0	0
pfam03792	0	3	0	0	0	0	0	0	0	0	3	0
pfam03793	4750	5518	4206	4614	3405	3833	9119	5430	7032	3499	15804	5607
pfam03795	14422	14732	12868	13566	11731	11027	14105	11152	9306	7172	28613	12296
pfam03796	7795	8522	8221	7942	6176	6873	12430	7409	7498	6312	16746	7925
pfam03797	1407	1528	1598	1604	1988	2420	909	1428	437	880	2948	891
pfam03798	60	55	3	9	50	12	4	16	0	18	37	0
pfam03799	1267	1662	1359	1602	1672	1322	3550	2215	1732	1723	4496	744
pfam03800	12	19	3	11	23	0	0	2	0	0	10	0
pfam03801	7	24	0	4	18	0	0	0	0	0	4	0
pfam03802	3	0	4	9	0	0	0	0	0	0	0	0
pfam03803	145	65	54	53	58	38	117	26	16	17	217	100
pfam03804	0	0	0	0	0	0	0	0	0	0	0	0
pfam03805	0	0	0	0	0	0	0	0	0	0	0	0
pfam03806	16	137	67	52	255	50	3	120	61	57	151	627
pfam03807	7334	8799	8315	8451	6695	6330	14624	8065	9030	5971	18813	5723
pfam03808	3259	2978	2338	2871	2332	2520	4207	2700	3550	2414	5489	897
pfam03810	31	23	0	6	42	2	0	5	0	5	11	0
pfam03811	151	29	64	31	60	36	39	65	150	64	1628	47
pfam03812	166	118	99	135	96	168	63	8	53	18	155	172
pfam03813	70	40	11	28	57	8	9	0	7	0	29	0
pfam03814	7428	14276	12976	13333	9715	10172	12880	8255	6472	6969	14814	9808
pfam03815	67	115	102	70	154	98	7	94	38	60	757	216
pfam03816	4720	3372	3257	2620	1934	2318	10181	2273	4938	2063	8975	2930
pfam03817	48	6	22	35	15	24	10	5	0	0	17	48
pfam03818	46	3	9	13	12	16	4	0	0	4	15	31
pfam03819	4686	5048	4950	5275	4190	4169	9674	5808	7010	5440	13089	3893
pfam03820	26	19	3	3	19	0	0	0	0	3	9	0
pfam03821	0	0	0	0	0	0	0	0	0	0	0	0
pfam03822	0	0	0	0	0	0	0	0	0	0	0	0
pfam03823	0	0	0	0	0	0	0	0	0	0	0	0
pfam03824	4252	5218	4569	5334	3731	3687	7732	4505	4434	3464	10207	3247
pfam03825	1352	1885	1190	1247	1613	1424	788	1466	670	1095	2895	2452
pfam03826	0	0	0	3	0	0	0	0	0	0	6	0
pfam03827	0	0	0	0	0	0	0	0	0	0	0	0
pfam03828	68	40	0	6	26	2	0	0	0	3	10	3
pfam03829	53	0	3	24	18	15	29	0	32	4	37	9
pfam03830	184	86	98	50	49	144	212	61	310	105	371	282
pfam03831	106	15	28	42	27	47	6	31	9	19	85	55
pfam03832	0	0	0	0	0	0	0	0	0	0	0	0
pfam03833	47	117	225	265	185	153	2444	408	1338	563	222	50
pfam03834	14	12	3	4	4	0	0	0	0	0	5	0
pfam03835	34	39	0	0	40	7	36	22	10	87	10	27
pfam03836	50	37	0	8	34	0	0	0	6	0	15	0
pfam03837	614	265	306	238	120	364	184	155	183	231	3219	551
pfam03838	0	0	0	0	0	0	30	0	0	0	126	5
pfam03839	32	16	7	4	21	3	0	0	0	0	11	0
pfam03840	2903	3520	3119	3412	2928	2845	5859	4289	3969	3222	8320	2547
pfam03841	5340	6171	6780	5716	5007	4555	8425	6497	6958	5230	13909	5880
pfam03842	0	0	0	0	0	0	0	0	0	0	0	0
pfam03843	48	14	5	18	14	8	549	60	89	121	505	170
pfam03845	3	3	2	0	12	19	248	9	4	0	145	27
pfam03846	7	0	3	6	19	0	0	0	0	0	3	0
pfam03847	27	16	3	0	13	0	3	0	0	0	0	0
pfam03848	404	413	475	542	376	412	254	343	563	475	661	474
pfam03849	37	21	2	7	41	3	0	0	0	0	14	0
pfam03850	31	19	0	6	23	0	0	0	0	0	0	3
pfam03851	167	45	43	15	74	63	296	109	95	81	385	115
pfam03852	1354	1177	931	1185	973	946	2394	923	1243	737	2943	287
pfam03853	3673	4542	4226	4157	3509	3354	10530	4789	6152	4067	10032	3334
pfam03854	0	0	0	0	0	0	0	0	0	0	0	0
pfam03855	0	0	0	0	0	0	0	0	0	0	0	0
pfam03856	22	41	0	0	10	0	0	0	0	0	0	0
pfam03857	0	0	0	0	0	0	0	0	0	0	0	0
pfam03858	0	0	0	0	0	0	0	0	0	0	0	0
pfam03859	0	0	0	3	0	0	0	0	0	2	0	0
pfam03860	99	148	108	77	76	80	30	48	62	49	276	78
pfam03861	4555	4977	3090	3551	3099	2624	7779	3418	4336	2270	10887	3114
pfam03862	0	0	0	0	0	0	60	0	0	0	7	0
pfam03863	0	0	0	0	0	0	0	0	0	0	0	0
pfam03864	120	68	33	38	153	165	142	482	239	791	657	147
pfam03865	82	17	50	58	68	51	17	58	13	114	123	29
pfam03866	0	0	0	0	0	0	0	0	0	0	0	0
pfam03867	0	0	0	0	0	0	0	0	0	0	0	0
pfam03868	0	0	0	10	0	0	0	0	0	0	0	0
pfam03869	875	530	409	545	338	436	915	1195	860	522	942	222
pfam03870	27	17	3	0	4	3	0	3	0	0	7	0
pfam03871	0	8	0	10	18	3	0	15	0	7	26	0
pfam03872	206	262	185	266	120	154	288	83	23	210	428	190
pfam03873	0	0	0	0	0	0	0	0	0	0	0	0
pfam03874	32	24	56	46	92	31	2461	344	1202	471	143	23
pfam03875	0	0	0	0	0	0	0	0	0	0	0	0
pfam03876	45	53	75	73	153	61	2299	351	1118	505	130	35
pfam03878	46	24	0	3	19	3	0	2	0	0	3	0
pfam03879	11	0	0	0	11	0	0	0	0	0	6	0
pfam03880	968	541	358	571	558	489	785	242	587	198	1511	837
pfam03881	888	804	428	660	504	351	2587	324	729	371	1178	634
pfam03882	10	7	11	3	25	6	0	0	7	7	27	15
pfam03883	184	138	69	147	74	58	327	39	32	37	187	155
pfam03884	1377	1910	1745	1937	1847	1541	1202	2521	1128	1985	4107	909
pfam03885	10	0	0	6	9	3	11	6	0	3	25	0
pfam03886	1712	1924	1690	2133	1968	1182	1714	1756	869	1757	2822	887
pfam03887	34	38	23	7	26	81	6	23	34	18	44	0
pfam03888	274	394	321	438	188	204	499	118	168	216	432	271
pfam03889	0	0	0	0	0	3	0	0	0	0	3	0
pfam03891	68	11	27	44	29	38	4	38	16	37	60	39
pfam03892	37	15	15	25	86	163	3	28	12	3	134	94
pfam03893	0	0	0	0	0	0	0	0	0	0	0	0
pfam03894	3687	5602	6313	5511	4113	4539	7474	4908	4224	3218	9071	4430
pfam03895	153	106	158	98	157	117	613	239	17	144	487	38
pfam03896	3	0	0	0	4	0	0	0	0	0	0	0
pfam03898	0	0	0	0	0	0	0	0	0	0	0	0
pfam03899	932	1041	956	1103	659	825	1365	2010	757	1083	2586	389
pfam03900	2686	2974	2587	2669	2532	2323	8579	4606	5199	3636	7889	1860
pfam03901	319	577	335	370	982	245	172	393	70	125	846	151
pfam03902	0	3	0	0	0	0	0	0	0	0	0	0
pfam03903	0	0	0	0	0	0	0	0	0	0	0	0
pfam03904	0	0	0	0	0	0	0	0	0	0	0	0
pfam03905	0	0	0	0	0	0	0	0	0	0	0	0
pfam03906	0	0	2	0	0	3	2	0	2	0	12	0
pfam03907	13	11	0	0	25	0	0	0	0	0	0	0
pfam03908	13	0	4	0	19	0	0	0	0	0	7	0
pfam03909	27	31	0	0	24	3	0	0	2	0	0	0
pfam03910	0	0	0	0	0	0	0	0	0	0	0	0
pfam03911	17	20	33	38	171	34	2315	337	1220	478	114	17
pfam03912	0	0	0	0	0	0	0	38	0	0	0	0
pfam03913	0	0	0	0	0	0	0	0	0	0	0	0
pfam03914	40	49	0	4	52	0	0	0	0	0	12	0
pfam03915	61	57	10	3	37	7	3	2	0	0	37	0
pfam03916	5296	5886	7638	5611	5267	5390	8070	8645	7555	5493	18026	5072
pfam03917	53	60	5	17	57	2	0	3	0	2	19	0
pfam03918	2200	2821	2208	2453	2203	1915	4139	3713	3384	2924	6855	1623
pfam03919	13	22	0	12	22	22	0	6	0	0	20	0
pfam03920	0	0	0	6	0	3	0	0	0	0	0	0
pfam03921	0	0	0	0	0	0	0	0	0	0	0	0
pfam03922	285	224	173	299	238	192	116	388	165	808	595	126
pfam03923	52	18	10	0	8	0	4	14	0	131	52	11
pfam03924	727	898	635	779	569	792	438	582	226	475	1925	656
pfam03925	9	7	19	40	18	15	0	0	17	3	27	12
pfam03927	9	15	17	3	62	114	0	25	5	0	139	30
pfam03928	6002	10026	8875	9394	7669	6366	6440	7042	4271	4947	16500	5798
pfam03929	35	33	42	18	23	12	5	7	4	5	28	4
pfam03930	0	0	0	0	0	0	0	0	0	0	0	0
pfam03931	3	14	0	6	28	60	5	16	0	0	32	0
pfam03932	1397	898	826	1153	965	683	569	1905	538	690	1625	543
pfam03934	938	1935	1089	1525	2292	1151	1413	1941	935	1591	3241	961
pfam03935	203	187	115	174	188	151	46	27	39	15	243	93
pfam03936	337	48	97	61	128	65	352	173	219	120	427	17
pfam03937	645	889	647	881	691	710	991	878	296	794	1382	557
pfam03938	2489	3393	2838	3556	3251	3009	5185	4590	3409	3078	7713	2218
pfam03939	2	10	0	0	9	0	0	0	0	0	3	0
pfam03940	0	0	0	0	0	0	0	0	0	0	0	0
pfam03941	13	11	0	7	11	0	0	0	0	0	7	0
pfam03942	236	512	320	407	815	402	404	568	119	275	1199	274
pfam03943	0	5	0	0	3	0	0	0	0	0	0	0
pfam03944	104	8	8	0	0	5	0	0	4	7	0	0
pfam03945	0	2	3	8	5	0	0	0	2	9	21	14
pfam03946	3764	4694	4311	4277	3707	3740	9209	4787	5454	4186	9966	4242
pfam03947	4211	5373	5161	5432	4075	4279	9602	4984	6078	4321	10664	4850
pfam03948	3283	4053	3392	3684	3182	3011	6828	4960	4485	3485	9539	3105
pfam03949	5217	6558	6141	6130	5194	5279	9631	4829	4849	3888	10089	5567
pfam03950	1877	2717	2748	2448	2589	2190	3506	2315	2140	1959	5251	2971
pfam03951	5579	6525	6139	6248	5070	4960	13295	7308	7820	5404	14563	4838
pfam03952	4992	6139	5763	6200	4875	4706	11157	6875	7151	5735	12519	5659
pfam03953	60	49	3	34	65	5	6	6	3	6	68	2
pfam03954	0	0	0	0	0	0	0	0	0	0	0	0
pfam03955	0	0	0	0	0	0	0	0	0	0	0	0
pfam03956	9	6	18	12	104	18	1385	311	582	221	18	4
pfam03957	0	0	0	0	0	0	0	0	0	0	0	0
pfam03958	3155	4758	4108	4253	3983	3900	4579	5918	4272	4383	11236	3652
pfam03959	115	136	18	161	55	25	4	7	18	13	26	59
pfam03960	1678	2179	1558	2061	2089	1971	2012	3174	1071	2139	4738	1382
pfam03961	122	137	33	21	68	83	164	175	160	128	362	22
pfam03962	22	17	0	2	9	0	4	3	0	0	0	0
pfam03963	718	1252	935	1383	1507	1252	3686	3192	1957	2009	3616	385
pfam03964	0	0	0	0	0	0	0	0	0	0	0	0
pfam03965	6203	8426	6766	9575	7239	7641	4973	4415	3960	2668	10886	4619
pfam03966	2188	2321	2367	2302	2239	1878	6384	3903	3761	2705	7098	1642
pfam03967	0	0	0	5	17	0	16	30	0	0	0	0
pfam03968	2201	3064	2803	2977	2561	2299	4180	4561	3261	3310	7316	1434
pfam03969	1346	1966	1625	2189	1899	1699	1562	1163	525	929	2733	1252
pfam03970	0	0	0	0	0	0	0	0	0	0	0	0
pfam03971	1600	2631	1878	2427	2104	1573	1987	761	1124	812	3313	2483
pfam03972	7573	13002	13136	12503	10856	9904	16721	9808	7692	6787	24713	10833
pfam03973	0	0	0	0	0	0	0	0	0	0	0	0
pfam03974	4	10	0	10	5	5	4	0	0	0	0	52
pfam03975	992	782	655	864	713	796	1590	671	729	706	1927	334
pfam03976	6683	8916	9044	8953	7432	6602	3675	5760	2580	3711	10732	10673
pfam03977	4	0	5	3	5	0	15	15	65	20	488	71
pfam03978	0	0	0	0	0	0	0	6	0	12	0	0
pfam03979	3433	4222	4040	3890	3139	3177	5340	3550	3724	2681	9751	3504
pfam03980	4	0	0	6	4	0	0	0	0	0	0	0
pfam03981	406	722	488	610	864	588	1075	783	272	645	957	162
pfam03982	113	87	75	33	83	26	96	61	126	20	301	64
pfam03983	24	32	11	7	32	13	0	3	0	8	71	23
pfam03984	65	33	46	19	62	61	0	29	0	9	81	59
pfam03985	32	34	3	11	25	2	0	4	0	0	9	0
pfam03986	29	17	0	5	10	0	0	0	0	0	6	0
