Func_id	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
KO:K07404	4868	5981	6025	6285	5143	4882	3690	3442	2581	3341	6827	5281
KO:K07405	2935	2618	3302	2676	2060	2029	5333	3181	4131	2339	2292	2144
KO:K07406	3177	3255	2945	1987	2358	2016	2766	1608	2375	1483	3832	2542
KO:K07407	13290	15226	14083	15724	10327	11269	15687	10897	10918	7100	16261	9861
KO:K07408	23	19	2	8	21	7	7	5	7	0	7	3
KO:K07427	11	1	1	4	3	9	1	0	0	0	2	1
KO:K07430	6	7	5	4	20	3	1	2	0	0	3	3
KO:K07432	10	7	0	5	4	2	7	1	3	0	4	3
KO:K07441	1	0	0	0	0	0	0	0	0	0	0	0
KO:K07442	1343	1140	1239	1216	797	740	4599	917	2085	1277	2643	1286
KO:K07443	1860	1672	1865	1790	1559	1347	884	1768	1023	1326	3983	1302
KO:K07444	1033	1284	1187	983	1102	1088	296	441	520	514	1970	1987
KO:K07445	3967	2675	3880	3834	2322	2561	5163	2504	2929	2545	4066	2316
KO:K07446	145	216	248	230	238	225	2544	416	1185	520	348	92
KO:K07447	4507	5522	5276	5259	4257	4589	7287	4829	4857	3770	10031	4370
KO:K07448	2625	2463	2549	2699	1610	2048	2174	1377	1612	1598	2832	1635
KO:K07449	9	10	15	8	2	20	9	16	6	9	68	8
KO:K07450	236	101	238	122	75	135	2195	163	468	59	277	46
KO:K07451	18	21	16	27	19	18	5	8	15	4	24	20
KO:K07452	150	200	327	186	152	179	28	61	73	53	483	347
KO:K07453	99	141	119	120	48	94	531	336	306	144	96	94
KO:K07454	2533	2105	2347	2387	1552	1654	2170	823	1466	1011	3608	1654
KO:K07455	527	232	311	329	145	380	371	247	148	361	2883	524
KO:K07456	7694	9595	10978	10163	6641	7903	12731	8837	7327	6685	12690	9857
KO:K07457	853	944	1280	1275	565	677	1251	758	1129	652	1600	403
KO:K07458	2219	2210	2197	2534	1656	1859	2634	1164	1609	1002	3690	1212
KO:K07459	1338	1432	1337	1554	964	1185	632	1029	535	646	1622	878
KO:K07460	4000	4741	4377	4280	3606	3779	5568	4341	4387	3645	9538	3631
KO:K07461	3828	4784	5455	5573	3698	4881	1915	2610	2074	2776	7867	3304
KO:K07462	8871	12411	12393	11995	9118	10434	10417	6353	7909	6179	18105	11955
KO:K07463	119	113	287	327	341	256	2895	652	1821	754	347	99
KO:K07464	1541	646	1085	1216	966	837	2877	2964	2654	2362	2308	235
KO:K07465	1612	1820	1983	1949	836	1336	2520	381	693	776	2173	1709
KO:K07466	94	128	289	278	396	179	2596	396	1168	633	300	99
KO:K07467	56	74	41	49	46	36	95	29	105	32	74	37
KO:K07468	1	1	2	1	4	2	5	0	6	0	1	3
KO:K07469	115	139	240	168	83	80	18	39	23	15	117	96
KO:K07470	0	0	2	0	0	0	0	0	0	0	0	0
KO:K07471	0	0	0	5	0	1	0	0	1	0	6	6
KO:K07472	176	192	45	59	152	51	40	25	13	17	71	23
KO:K07473	328	473	575	801	203	520	103	329	175	430	479	125
KO:K07474	697	654	772	667	473	690	614	720	259	648	873	686
KO:K07475	0	0	0	0	0	0	5	0	0	0	0	0
KO:K07476	3	0	0	0	0	0	41	0	1	1	5	2
KO:K07477	746	425	614	449	551	496	3048	860	2087	889	1384	369
KO:K07478	9784	12470	13203	12687	8941	10077	12012	7330	7431	6672	18684	13013
KO:K07479	12	8	40	20	7	19	0	14	11	2	22	7
KO:K07480	86	75	67	131	53	51	165	196	62	127	2739	367
KO:K07481	2176	2704	4191	3654	1730	2716	1356	1078	1111	509	11176	2619
KO:K07482	867	728	1083	1285	454	693	355	372	182	164	591	1997
KO:K07483	8530	6937	9443	11248	4535	6587	12334	6634	7057	5491	10494	6228
KO:K07484	11262	8822	13468	14552	7763	8471	7211	11411	6335	7108	11832	5453
KO:K07485	1158	1643	2908	3094	1139	1153	1038	2650	3126	596	1296	1357
KO:K07486	7205	8230	12113	11190	4898	7388	3320	2716	2591	2480	8134	9806
KO:K07487	8164	3620	7326	5609	2842	3717	3005	4216	2675	4168	4806	4698
KO:K07488	60	86	91	135	62	87	34	17	9	568	473	46
KO:K07489	92	40	40	35	33	51	34	41	71	69	225	57
KO:K07490	1	1	0	0	0	0	0	0	0	1	0	0
KO:K07491	8336	8701	10380	11135	6446	7469	13534	11194	8262	5635	13686	5600
KO:K07492	6562	4633	5149	4548	4239	3622	9893	4849	4924	3928	10396	3369
KO:K07493	4587	2983	4779	4230	2757	3536	12129	7342	5243	3540	8833	2888
KO:K07494	5083	2685	4530	4315	3294	2335	3820	2762	3209	2055	6183	2085
KO:K07495	862	437	648	695	533	523	384	1954	752	397	2110	469
KO:K07496	9272	4284	7164	5179	3535	3933	43327	11455	12597	8566	5444	2196
KO:K07497	27590	20580	31118	31353	16268	19204	33926	29616	18792	18373	39067	17212
KO:K07498	850	393	712	462	251	310	120	35	87	66	362	607
KO:K07499	1484	1117	1854	2088	1029	1261	1183	970	509	590	1966	1034
KO:K07500	4	4	9	18	1	3	0	2	0	0	0	0
KO:K07501	1067	1458	1309	1388	1146	1222	352	388	362	612	1806	1606
KO:K07502	2203	2259	2651	2468	1762	1680	3658	2775	2814	1656	2697	1988
KO:K07503	1121	1334	935	813	568	539	2079	170	1083	458	2994	1732
KO:K07504	209	222	177	223	136	198	88	50	87	92	488	186
KO:K07505	320	477	523	472	270	404	114	102	157	171	346	664
KO:K07506	4555	6288	5296	5472	4193	3674	3073	2463	1751	1485	4651	3561
KO:K07507	3616	4307	4096	4367	4005	3641	4108	3477	3059	2784	9406	3154
KO:K07508	257	189	168	166	144	198	29	96	344	69	398	368
KO:K07509	4	0	0	0	10	1	0	0	0	0	0	3
KO:K07511	10	2	0	0	8	1	75	5	3	3	5	4
KO:K07512	7	18	5	5	15	4	0	0	7	1	4	6
KO:K07516	12277	16228	18672	18342	12046	12968	11062	9113	6645	6244	15209	13967
KO:K07518	239	179	148	139	153	127	322	58	52	71	244	446
KO:K07533	1347	2135	1783	1618	1292	1583	1882	614	1335	1002	2656	1962
KO:K07534	1	0	0	0	6	0	0	0	0	0	0	1
KO:K07535	2596	3153	3221	2470	2654	2062	6144	2525	2922	2044	5364	2344
KO:K07536	153	225	255	345	251	179	426	208	175	279	617	278
KO:K07537	2447	1424	2642	1786	1013	1265	555	1521	1304	902	3826	986
KO:K07538	492	99	503	244	95	209	86	47	68	307	390	147
KO:K07539	597	116	540	232	86	258	119	40	140	150	570	198
KO:K07540	0	0	0	0	0	0	0	4	0	0	0	0
KO:K07543	1575	1653	1668	1658	1229	1068	1600	1441	1689	2025	3732	1490
KO:K07544	2256	2719	2640	2766	1941	1694	1931	1770	1832	2600	4342	1905
KO:K07545	11	7	12	5	6	10	7	0	1	5	17	50
KO:K07546	329	440	387	383	375	304	182	278	273	290	621	358
KO:K07547	0	0	1	0	3	0	0	0	0	0	0	0
KO:K07548	11	14	10	11	9	23	6	3	2	2	21	16
KO:K07549	10	55	23	19	10	16	11	18	29	62	100	8
KO:K07550	132	219	186	203	96	101	214	197	243	120	279	127
KO:K07552	4105	6120	4654	5586	4953	4652	3837	2009	1830	1945	6266	4716
KO:K07557	28	33	16	71	139	8	36	5	3	5	62	3
KO:K07558	58	94	201	170	267	136	2349	371	1116	474	121	43
KO:K07559	552	370	354	325	593	347	398	503	494	414	1264	444
KO:K07560	3741	4185	4311	3897	2886	3082	6488	4182	4183	3019	8987	3971
KO:K07561	74	118	170	228	190	127	2492	370	1223	495	178	60
KO:K07562	11	28	12	45	154	4	34	13	3	8	46	0
KO:K07565	0	0	1	0	0	0	5	6	15	12	44	1
KO:K07566	5141	7370	6624	7369	5498	6241	9372	4464	5666	4579	11677	6367
KO:K07568	9077	11112	11349	11017	8043	8859	11778	7860	8475	6414	16127	11582
KO:K07569	13	26	38	40	101	27	1569	191	1091	424	87	18
KO:K07570	3	7	8	5	1	4	10	0	3	2	11	6
KO:K07571	89	74	151	48	52	58	246	215	293	60	268	99
KO:K07572	45	46	92	146	248	98	2468	365	1209	481	144	34
KO:K07573	34	41	101	116	121	97	2475	360	1207	479	165	47
KO:K07574	326	413	306	395	318	249	323	188	97	147	697	405
KO:K07575	28	22	62	52	26	64	2256	331	1152	459	116	40
KO:K07576	4853	5584	7123	5827	4542	5565	2294	3023	2883	2862	9279	6772
KO:K07577	1659	2581	2832	2388	2762	2609	6281	2017	3252	2054	3833	2345
KO:K07578	9	1	3	0	5	1	4	0	3	0	3	1
KO:K07579	25	31	28	41	233	13	28	9	2	13	70	20
KO:K07580	11	14	5	25	103	5	1289	168	488	212	67	1
KO:K07581	4	13	55	52	11	54	2262	330	1126	460	132	22
KO:K07583	73	63	146	235	327	135	1206	201	630	247	190	60
KO:K07584	18	58	59	81	43	203	139	56	85	28	108	6
KO:K07585	0	1	0	1	0	3	0	0	1	0	0	0
KO:K07586	530	131	249	177	196	180	659	479	549	420	971	243
KO:K07587	0	0	0	1	0	0	0	0	0	0	0	1
KO:K07588	6743	8428	8618	7948	5964	6536	11666	5767	7811	5275	14103	8335
KO:K07589	27	29	32	40	14	53	9	3	19	5	68	11
KO:K07590	13	15	67	4	20	19	225	199	168	45	6	2
KO:K07592	10	1	7	7	5	2	7	2	1	1	7	4
KO:K07605	0	6	0	10	17	4	2	6	1	1	5	0
KO:K07634	15	52	26	39	54	56	16	18	22	18	77	12
KO:K07636	15618	17638	19443	16942	13049	15274	10979	10793	11963	10228	26993	19844
KO:K07637	257	489	332	528	290	264	379	182	71	282	457	373
KO:K07638	1949	2801	2669	2636	2536	2251	1330	1293	713	1132	3276	2025
KO:K07639	126	146	153	119	125	90	15	15	54	27	111	154
KO:K07640	1925	3199	3602	3937	2474	2652	479	1744	969	1072	4039	1394
KO:K07641	204	311	281	240	253	230	18	53	69	96	476	542
KO:K07642	4857	3947	4649	3052	2794	3231	5555	2666	3690	2682	8374	5076
KO:K07643	17	6	2	6	9	0	0	4	6	2	5	5
KO:K07644	1438	2068	1805	1924	1518	1352	1509	830	939	817	2190	1396
KO:K07645	345	548	642	674	438	567	216	228	289	168	775	504
KO:K07646	22063	32576	30593	30963	21310	24437	23120	16492	16326	14099	36078	24786
KO:K07647	190	235	182	220	179	190	32	31	54	82	224	214
KO:K07648	104	113	172	115	131	158	25	20	88	41	72	114
KO:K07649	1557	1876	1674	1643	1294	1282	772	361	412	631	1850	2159
KO:K07650	18	3	10	11	5	8	1	1	5	12	8	21
KO:K07651	944	1113	1189	863	620	759	394	312	689	368	1644	1209
KO:K07652	1497	1250	1866	1196	962	1341	585	489	936	670	2521	1874
KO:K07653	2688	3976	2613	2794	1968	1914	3483	515	2567	1079	6459	4127
KO:K07654	1803	1531	1467	1100	852	1099	2100	583	1012	619	3020	2443
KO:K07655	79	67	54	65	46	62	129	13	103	72	251	186
KO:K07656	42	44	22	30	32	34	92	1	56	17	124	54
KO:K07657	7615	8935	9793	8988	6785	7201	5847	5765	5675	4794	14417	7495
KO:K07658	11440	12252	13239	10496	8820	9507	11647	10128	12205	8446	27817	14350
KO:K07659	2096	2836	2659	2559	2357	2400	1242	1662	1039	1519	3515	2607
KO:K07660	455	1027	700	1133	497	783	579	273	274	378	1319	483
KO:K07661	224	220	187	232	149	210	11	51	67	59	263	298
KO:K07662	1864	2719	3016	3196	2281	2484	1028	2295	1377	1307	3724	1616
KO:K07663	214	291	239	220	200	220	118	143	245	233	533	479
KO:K07664	359	394	410	299	278	295	116	82	236	139	692	504
KO:K07665	8690	9553	10860	10109	8059	8675	11799	8270	9294	6821	15240	7079
KO:K07666	94	103	98	113	74	125	37	42	63	67	122	99
KO:K07667	16380	16821	16371	15966	12186	12720	13773	11228	13764	10407	26615	12865
KO:K07668	1731	1462	1649	1468	809	1087	922	785	1423	916	2625	1878
KO:K07669	5640	5621	5411	4520	3961	4214	7714	4019	6215	3356	13203	6018
KO:K07670	1929	1463	1398	1124	871	1195	1420	594	1098	749	2762	1991
KO:K07671	392	302	308	300	329	320	419	127	229	162	755	614
KO:K07672	63	58	84	38	30	62	88	24	68	29	116	38
KO:K07673	937	573	934	555	518	649	1129	341	554	455	969	1104
KO:K07674	75	74	100	72	39	56	22	2	21	32	87	77
KO:K07675	6478	6436	6940	6943	5256	4933	4651	3829	4512	3489	8544	6458
KO:K07676	5	3	1	4	0	3	1	0	1	4	0	3
KO:K07677	627	629	689	567	559	438	240	194	167	173	584	655
KO:K07678	960	1367	1449	1536	1335	1343	589	353	535	505	1242	1041
KO:K07679	1080	1494	1368	1274	911	1106	793	418	579	388	1673	1330
KO:K07680	77	60	91	46	49	52	11	18	29	22	54	74
KO:K07681	11	15	21	17	11	13	0	4	3	2	9	12
KO:K07682	32	28	40	22	18	23	113	4	11	9	49	40
KO:K07683	251	326	382	312	204	309	48	50	132	217	304	449
KO:K07684	4394	6367	5747	5995	4634	4803	4273	4623	4595	4260	8484	5112
KO:K07685	502	477	460	579	462	260	203	428	251	593	605	345
KO:K07686	119	162	135	107	115	120	51	25	28	54	74	106
KO:K07687	308	329	385	269	215	280	186	46	105	76	269	222
KO:K07688	21	86	89	34	46	34	14	8	11	18	52	64
KO:K07689	628	1055	949	1087	683	821	231	371	383	323	1086	991
KO:K07690	141	228	214	132	136	199	32	38	72	60	312	189
KO:K07691	17	43	66	25	26	25	68	23	11	7	21	20
KO:K07692	1115	1223	1494	1235	820	979	1523	529	807	652	1971	1146
KO:K07693	3217	3017	3047	2809	1744	2210	3820	988	2151	1352	4968	2075
KO:K07694	91	64	70	23	17	31	7	8	7	6	10	29
KO:K07695	447	356	424	399	357	320	488	120	305	188	620	503
KO:K07696	4576	5623	6283	4668	3722	4264	4980	4777	5207	3443	10062	4353
KO:K07697	64	87	72	69	61	82	56	21	44	24	124	107
KO:K07698	20	43	29	38	29	33	6	2	10	4	36	21
KO:K07699	83	95	124	92	55	81	118	42	50	36	114	153
KO:K07700	15	5	27	8	8	22	1	2	1	13	4	16
KO:K07701	10	21	6	5	4	8	2	1	0	4	10	9
KO:K07702	13	12	27	11	6	15	3	1	0	4	7	5
KO:K07703	4	1	9	2	0	2	0	0	0	0	4	1
KO:K07704	170	530	389	425	342	379	262	300	313	177	396	379
KO:K07705	1959	2418	3131	2874	1716	2080	2156	2484	1904	1487	2677	1205
KO:K07706	4	3	4	6	15	5	2	2	2	0	8	1
KO:K07707	0	5	1	3	1	1	0	0	1	0	1	7
KO:K07708	2752	4063	4082	4295	2990	3050	2667	2922	1527	2349	5438	3468
KO:K07709	1557	2134	2239	1874	1274	1699	2178	1062	1338	1568	2966	3165
KO:K07710	685	855	891	858	565	664	190	318	348	406	1360	1698
KO:K07711	632	1059	823	964	543	579	88	162	201	242	1824	1319
KO:K07712	6850	9632	9040	8489	8110	7820	4329	3945	3677	5092	11951	10836
KO:K07713	10359	13859	15926	13322	9156	10585	6694	7955	8665	7664	19830	13973
KO:K07714	11742	15809	17668	16500	10395	13050	14873	14194	12693	9616	24050	17082
KO:K07715	2087	3031	2903	2618	1765	2106	1073	1595	1243	1116	4753	4346
KO:K07716	4551	7363	6878	7556	5555	6437	2827	3226	1816	3680	8265	4190
KO:K07717	18	10	3	10	2	10	1	9	6	6	33	16
KO:K07718	443	554	627	564	401	496	536	224	224	230	750	570
KO:K07719	22	3	29	11	16	45	6	3	1	6	17	10
KO:K07720	1205	1419	1536	1070	1028	1120	1336	626	698	783	2366	1480
KO:K07721	144	130	91	110	44	80	1613	329	1276	355	142	63
KO:K07722	463	1111	792	1003	1506	779	3109	1890	1709	1132	1648	454
KO:K07723	278	531	591	636	303	448	179	259	302	216	734	121
KO:K07724	76	30	38	46	29	75	30	47	4	24	78	9
KO:K07725	0	4	0	3	1	0	95	52	42	14	7	1
KO:K07726	2575	2726	3192	3698	1994	2687	1892	1962	1128	1451	3038	1083
KO:K07727	1207	757	680	653	661	666	1053	928	1103	976	2498	1079
KO:K07728	29	34	60	37	120	16	38	34	8	17	60	7
KO:K07729	1761	1610	1418	1659	1184	1460	1372	1494	871	1052	2566	1301
KO:K07730	7	9	15	32	110	37	134	1	5	2	47	3
KO:K07731	39	52	66	141	276	63	1996	307	1052	324	101	12
KO:K07732	91	160	172	215	202	166	2532	487	1182	563	819	141
KO:K07733	873	1088	832	1076	652	747	548	545	247	710	1291	624
KO:K07734	2791	3646	3004	3699	3233	2833	3865	2607	1804	1633	3845	2167
KO:K07735	2818	4747	3756	4271	3900	3268	4754	2465	2893	2949	7850	4491
KO:K07736	3512	5209	4784	4832	3659	3779	5590	3744	3332	2897	10645	4439
KO:K07738	4289	5289	5615	5355	4073	4391	6476	4728	3911	3686	9090	4419
KO:K07739	374	240	305	326	310	214	2299	393	1209	557	390	138
KO:K07740	0	4	8	11	5	11	1	0	0	125	120	3
KO:K07741	51	29	123	46	38	41	43	10	19	27	18	71
KO:K07742	1671	1957	1635	1721	1850	1607	3813	1898	1936	1650	4457	1367
KO:K07743	32	11	45	8	17	12	9	6	40	57	261	121
KO:K07744	50	32	33	45	23	30	12	7	35	5	29	24
KO:K07745	52	70	69	106	88	82	5297	47	45	49	180	75
KO:K07746	2536	2278	2341	3125	1490	1560	737	1340	1083	884	2076	832
KO:K07748	41	38	17	16	28	18	19	20	10	13	25	22
KO:K07749	25414	34480	36065	33072	28633	25336	34404	19945	17339	21201	46557	32296
KO:K07750	1	4	6	15	5	8	0	1	0	1	6	1
KO:K07751	2	6	6	3	0	13	0	1	5	3	3	3
KO:K07752	1	10	4	4	19	15	2	5	4	3	15	14
KO:K07753	10	2	12	8	12	8	4	19	7	39	3	3
KO:K07757	0	1	0	0	0	1	3	0	0	0	0	0
KO:K07768	1572	1884	1741	1611	1027	1267	2191	565	997	541	2669	2046
KO:K07769	90	190	145	94	94	91	40	68	50	101	160	116
KO:K07770	18	26	27	29	18	22	10	4	7	13	47	36
KO:K07771	75	125	78	92	57	66	16	20	51	16	128	67
KO:K07772	151	122	104	105	135	120	16	53	75	56	157	71
KO:K07773	24	40	26	22	30	30	2	11	16	8	32	33
KO:K07774	701	837	900	1098	1026	898	158	732	280	355	1097	813
KO:K07775	2174	1438	1908	1141	1126	1368	2179	1332	2085	1580	3858	1562
KO:K07776	1862	2236	1758	1814	1253	1403	3963	544	1566	724	4575	2403
KO:K07777	1788	1744	1900	1523	979	1136	763	610	1014	789	1817	1783
KO:K07778	3257	2752	2973	2676	1937	2087	3656	1123	2090	1605	3584	2101
KO:K07779	8	67	30	26	10	42	8	0	0	7	40	6
KO:K07781	0	0	1	0	0	0	1	0	0	1	0	0
KO:K07782	290	375	388	503	395	413	87	222	191	153	758	392
KO:K07783	185	439	246	344	344	548	21	82	88	104	247	377
KO:K07784	1	10	9	3	4	4	5	5	1	3	2	3
KO:K07785	174	114	154	70	73	111	60	263	93	151	240	149
KO:K07786	0	2	4	2	1	0	0	9	0	1	1	0
KO:K07787	12730	8622	16408	13204	7403	9612	11099	11283	7836	7152	18718	17991
KO:K07788	12627	26163	22198	28474	15507	18264	15434	11316	7774	9182	16342	14230
KO:K07789	13962	30066	23683	32578	18609	20879	15295	12562	8311	8571	17170	11971
KO:K07790	10	6	14	9	4	8	10	1	5	3	10	9
KO:K07791	45	163	185	140	75	68	3	4	8	17	75	941
KO:K07792	35	51	26	16	16	13	5	2	5	6	35	324
KO:K07793	824	1383	1022	1072	1204	1317	818	507	568	843	5202	5831
KO:K07794	121	224	179	202	281	217	116	165	141	199	2060	1277
KO:K07795	291	447	417	247	270	296	53	116	212	166	1868	2121
KO:K07796	9	9	1	9	0	4	0	1	1	2	5	2
KO:K07797	0	1	1	0	0	0	0	0	1	0	0	5
KO:K07798	6617	4215	7462	6231	3899	4805	6681	7435	5015	4529	9446	6419
KO:K07799	10366	19073	16083	18883	12745	13082	11021	9116	6763	7264	17248	11534
KO:K07803	24	133	67	116	143	96	40	187	82	243	99	72
KO:K07804	1	2	0	2	2	1	0	0	2	0	0	2
KO:K07806	364	549	706	400	330	655	478	222	226	273	831	1002
KO:K07807	180	144	143	254	172	147	56	185	31	24	236	77
KO:K07810	133	64	104	83	67	63	24	69	51	94	380	138
KO:K07811	6	21	25	12	5	43	7	0	7	2	32	18
KO:K07812	402	889	973	971	529	844	146	465	200	252	718	438
KO:K07813	4	1	0	2	1	2	0	0	0	1	0	1
KO:K07814	7540	9546	9826	7830	5706	7978	5243	3322	3993	3234	11947	9394
KO:K07816	12	13	18	11	11	17	13	8	2	9	18	14
KO:K07821	1	3	4	6	5	4	0	4	1	0	4	25
KO:K07822	46	84	38	53	50	44	26	15	39	9	87	42
KO:K07823	637	1214	1011	1388	1059	1080	319	631	443	665	1795	967
KO:K07824	14	16	12	8	14	16	1	3	1	0	13	12
KO:K07862	24	13	61	13	18	5	7	2	6	4	53	13
KO:K07881	3	9	3	11	8	22	2	5	1	0	3	1
KO:K07893	1	0	2	2	1	4	0	0	0	0	0	0
KO:K07930	0	1	4	5	9	7	1	0	0	0	0	0
KO:K07968	2	1	1	1	7	3	1	2	1	2	9	1
KO:K07978	487	631	752	901	447	349	206	108	422	184	766	380
KO:K07979	5251	6741	5655	6881	4090	4712	3396	1779	2692	1837	7831	4185
KO:K07991	24	44	98	91	40	89	837	188	614	242	181	4
KO:K08022	0	1	0	1	2	2	0	1	0	0	0	1
KO:K08068	30	23	14	13	5	23	3	1	0	7	27	27
KO:K08070	1209	1006	1104	706	829	844	3084	944	2127	1204	3241	2003
KO:K08071	0	0	0	1	0	0	0	0	0	0	0	0
KO:K08076	80	105	59	79	57	57	4	29	36	32	103	141
KO:K08077	8	20	11	5	11	8	7	4	5	3	56	21
KO:K08080	14	23	15	7	38	17	1	0	4	10	43	40
KO:K08081	148	176	167	143	89	98	311	99	57	101	222	210
KO:K08082	1187	1754	1393	1874	1336	1244	945	775	565	851	1859	2124
KO:K08083	676	852	719	690	560	575	408	217	282	527	1192	1318
KO:K08084	1474	1578	1515	1289	995	1147	1181	1615	1119	1190	4298	1923
KO:K08085	43	99	123	51	38	108	182	145	170	178	174	100
KO:K08086	4443	5061	4354	4761	3507	3756	2794	1570	2009	2261	5700	4977
KO:K08087	0	0	0	0	1	0	0	0	0	0	0	0
KO:K08092	533	287	280	462	234	256	220	57	156	63	343	423
KO:K08093	87	83	97	176	106	129	27	25	59	44	262	89
KO:K08094	170	204	201	346	298	186	298	247	305	122	221	113
KO:K08095	125	54	51	70	74	59	209	21	150	57	414	145
KO:K08096	4	2	36	53	0	49	157	37	16	124	111	41
KO:K08097	1246	1725	1348	1095	1010	1036	2706	697	2351	1075	3549	1865
KO:K08100	234	183	188	181	170	182	41	48	46	113	678	659
KO:K08137	424	397	225	247	342	171	426	48	52	85	280	98
KO:K08138	741	808	548	919	581	564	383	150	125	191	429	194
KO:K08139	579	585	421	533	434	432	790	188	381	183	431	529
KO:K08151	5735	7565	6954	6932	6563	6222	5266	3837	3802	3957	9458	6887
KO:K08152	12	25	27	18	6	12	17	13	3	8	31	45
KO:K08153	611	409	762	440	389	419	588	381	595	352	530	471
KO:K08154	52	48	66	70	69	53	35	29	11	23	71	27
KO:K08156	1504	1258	1114	1185	1140	983	1331	877	565	565	1596	1644
KO:K08159	48	90	49	92	54	45	102	12	38	24	131	83
KO:K08160	28	56	57	83	63	83	7	72	16	22	46	35
KO:K08161	1286	908	1416	836	959	949	2492	819	1287	455	1484	940
KO:K08162	166	52	175	88	61	65	64	52	56	43	145	104
KO:K08163	7	18	3	3	8	4	6	3	0	1	1	2
KO:K08164	148	81	87	67	104	53	88	39	51	57	114	59
KO:K08166	1755	1372	1627	1366	1193	1250	1490	741	1127	631	3004	828
KO:K08167	2062	1575	1672	1459	1105	1236	893	307	567	545	2591	2551
KO:K08168	109	91	108	50	81	87	33	23	51	34	204	97
KO:K08169	1485	2340	2150	2454	2396	2284	2189	991	706	587	1682	715
KO:K08170	100	67	148	63	41	200	279	20	53	31	280	129
KO:K08172	464	660	613	884	452	531	183	170	202	179	489	223
KO:K08173	134	163	187	137	53	180	141	23	40	53	83	209
KO:K08174	78	85	119	118	79	55	48	54	33	19	59	76
KO:K08175	138	58	44	57	30	28	15	158	169	123	390	89
KO:K08176	376	308	100	126	313	92	1700	222	491	224	147	27
KO:K08177	4036	6153	7157	7001	4166	5156	4470	2478	3014	2160	5641	4315
KO:K08178	4367	7080	6888	7826	4878	5127	8438	4677	4530	3243	8321	3274
KO:K08191	7367	9808	9830	11144	6971	7522	9338	6313	5192	4247	10539	8452
KO:K08194	2129	3660	3798	4277	2265	3158	1427	1173	1254	1081	2618	2673
KO:K08195	3020	5763	6074	7416	4826	5021	5331	2061	1565	1863	4578	3208
KO:K08196	74	129	124	88	96	91	37	29	24	53	51	197
KO:K08217	892	818	1202	729	694	774	191	185	319	251	735	1062
KO:K08218	4426	5895	5625	6011	4711	4436	2482	2234	1604	2723	5650	5201
KO:K08219	9	12	22	11	11	17	6	12	7	12	7	8
KO:K08220	17	14	23	15	17	39	2	4	0	3	28	9
KO:K08221	62	31	59	47	38	34	130	19	39	18	72	51
KO:K08222	157	92	112	151	65	87	116	37	18	35	102	65
KO:K08223	4690	5442	5354	5722	4240	5147	3923	2374	3315	2198	6945	4826
KO:K08224	1265	814	860	871	785	744	815	571	725	534	1328	721
KO:K08225	1926	1754	1710	1281	1151	1323	990	895	1654	1205	6487	3145
KO:K08226	167	204	168	216	599	130	288	220	80	86	264	113
KO:K08227	227	280	189	183	175	128	76	28	30	69	230	85
KO:K08233	5	18	12	22	10	7	0	5	3	4	93	21
KO:K08234	3041	3680	3256	2916	2900	2489	5756	2483	4311	2871	6758	3188
KO:K08242	1	1	1	2	2	0	1	5	7	1	3	1
KO:K08244	206	182	206	44	123	127	76	64	163	56	159	210
KO:K08246	64	39	31	19	36	26	0	28	16	9	73	37
KO:K08247	4	7	4	7	11	8	0	5	9	4	13	8
KO:K08252	2376	3423	2972	3119	2439	2325	2801	1922	1864	1531	5220	2557
KO:K08253	2819	2780	3196	2724	2562	2408	4058	2252	2743	2203	4705	2928
KO:K08255	2	2	15	5	0	2	1	1	0	0	5	2
KO:K08256	4209	4788	4223	3461	2701	3145	7444	1288	5560	2307	10423	6571
