 ,Area,Mean,StdDev,Min,Max,Perim.,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
53,0.126,0,0,0,0,2.076,0.486,0.331,27.443,0.368,100,1.467,0.682,0.592
54,0.418,0,0,0,0,2.729,0.995,0.535,39.875,0.705,100,1.860,0.538,0.853
55,0.157,0,0,0,0,1.944,0.593,0.337,30.445,0.521,100,1.758,0.569,0.713
56,0.253,0,0,0,0,2.005,0.787,0.409,104.721,0.789,100,1.926,0.519,0.879
57,0.170,0,0,0,0,1.741,0.619,0.350,65.098,0.704,100,1.769,0.565,0.796
58,0.305,0,0,0,0,2.379,0.854,0.455,109.901,0.677,100,1.877,0.533,0.864
59,0.253,0,0,0,0,2.417,1.000,0.322,170.038,0.543,100,3.107,0.322,0.817
60,0.409,0,0,0,0,2.720,0.833,0.625,94.287,0.695,100,1.333,0.750,0.847
61,0.841,0,0,0,0,3.956,1.101,0.972,110.369,0.675,100,1.133,0.882,0.823
62,0.401,0,0,0,0,2.627,1.114,0.458,76.454,0.730,100,2.430,0.411,0.889
63,0.571,0,0,0,0,3.187,0.994,0.731,59.975,0.706,100,1.360,0.735,0.862
64,0.109,0,0,0,0,1.197,0.459,0.302,156.378,0.954,100,1.519,0.658,0.877
65,0.052,0,0,0,0,1.065,0.301,0.221,20.301,0.579,100,1.359,0.736,0.706
66,0.619,0,0,0,0,3.528,1.537,0.513,175.386,0.624,100,2.998,0.334,0.855
67,0.305,0,0,0,0,2.060,0.786,0.494,48.786,0.903,100,1.593,0.628,0.915
68,0.388,0,0,0,0,2.549,1.070,0.461,157.375,0.750,100,2.318,0.431,0.881
69,0.257,0,0,0,0,1.873,0.692,0.473,159.692,0.920,100,1.463,0.684,0.887
70,0.174,0,0,0,0,2.115,0.616,0.360,53.158,0.490,100,1.713,0.584,0.690
71,0.348,0,0,0,0,2.231,0.815,0.545,49.031,0.880,100,1.495,0.669,0.914
72,0.157,0,0,0,0,1.407,0.483,0.414,86.702,0.996,100,1.166,0.858,0.935
73,0.170,0,0,0,0,1.423,0.466,0.464,78.690,1.000,100,1.003,0.997,0.907
74,0.196,0,0,0,0,2.301,0.518,0.482,126.650,0.465,100,1.073,0.932,0.738
75,0.854,0,0,0,0,4.577,2.023,0.537,159.407,0.512,100,3.763,0.266,0.800
76,0.174,0,0,0,0,2.317,0.490,0.452,56.947,0.408,100,1.084,0.923,0.696
77,0.083,0,0,0,0,2.185,0.425,0.248,105.922,0.218,100,1.711,0.584,0.463
78,1.146,0,0,0,0,6.850,1.654,0.882,109.028,0.307,100,1.876,0.533,0.777
79,0.571,0,0,0,0,3.833,1.049,0.692,64.752,0.488,100,1.515,0.660,0.789
80,0.213,0,0,0,0,2.060,0.692,0.393,16.114,0.632,100,1.760,0.568,0.824
81,0.039,0,0,0,0,1.065,0.268,0.186,46.468,0.434,100,1.435,0.697,0.581
82,0.061,0,0,0,0,1.011,0.380,0.204,116.531,0.750,100,1.862,0.537,0.778
83,0.113,0,0,0,0,1.197,0.425,0.340,43.081,0.993,100,1.251,0.800,0.867
84,0.240,0,0,0,0,1.725,0.633,0.482,15.190,1.000,100,1.314,0.761,0.948
85,0.218,0,0,0,0,1.703,0.661,0.420,36.152,0.944,100,1.576,0.635,0.885
86,0.070,0,0,0,0,1.197,0.363,0.245,4.963,0.611,100,1.483,0.674,0.744
87,0.475,0,0,0,0,2.884,1.012,0.597,58.820,0.717,100,1.695,0.590,0.813
88,0.362,0,0,0,0,2.324,0.817,0.564,13.380,0.841,100,1.449,0.690,0.912
89,0.240,0,0,0,0,1.796,0.646,0.472,104.156,0.933,100,1.367,0.731,0.866
90,0.680,0,0,0,0,4.268,1.929,0.449,125.850,0.469,100,4.301,0.233,0.832
91,0.030,0,0,0,0,0.653,0.254,0.153,30.964,0.898,100,1.668,0.600,0.778
92,0.497,0,0,0,0,3.489,1.251,0.505,166.525,0.513,100,2.475,0.404,0.750
93,0.161,0,0,0,0,1.423,0.516,0.398,48.325,1.000,100,1.295,0.772,0.902
94,0.379,0,0,0,0,2.659,0.890,0.542,160.418,0.674,100,1.640,0.610,0.813
95,0.331,0,0,0,0,2.395,0.764,0.552,18.778,0.725,100,1.385,0.722,0.831
96,0.862,0,0,0,0,5.054,2.192,0.501,130.576,0.424,100,4.375,0.229,0.731
97,0.231,0,0,0,0,1.780,0.747,0.393,167.791,0.916,100,1.901,0.526,0.922
98,0.932,0,0,0,0,6.602,1.239,0.958,105.093,0.269,100,1.293,0.773,0.711
99,0.083,0,0,0,0,1.197,0.496,0.212,162.981,0.725,100,2.339,0.428,0.760
100,0.383,0,0,0,0,3.225,1.292,0.378,169.628,0.463,100,3.418,0.293,0.800
101,0.039,0,0,0,0,1.065,0.266,0.187,122.090,0.434,100,1.422,0.703,0.667
102,0.436,0,0,0,0,2.877,0.911,0.609,127.392,0.661,100,1.497,0.668,0.803
103,0.030,0,0,0,0,0.917,0.399,0.097,158.085,0.455,100,4.099,0.244,0.636
104,0.161,0,0,0,0,1.423,0.459,0.447,63.287,1.000,100,1.028,0.972,0.892
105,0.335,0,0,0,0,2.285,0.902,0.473,150.337,0.807,100,1.906,0.525,0.870
106,0.619,0,0,0,0,3.808,1.549,0.509,15.430,0.536,100,3.045,0.328,0.772
107,0.449,0,0,0,0,2.681,1.075,0.532,59.760,0.784,100,2.022,0.495,0.912
108,0.026,0,0,0,0,0.560,0.245,0.136,53.130,1.000,100,1.809,0.553,0.800
109,0.523,0,0,0,0,2.955,1.132,0.588,49.076,0.752,100,1.926,0.519,0.882
110,0.253,0,0,0,0,2.005,0.825,0.390,153.045,0.789,100,2.118,0.472,0.853
111,0.192,0,0,0,0,1.632,0.634,0.385,16.545,0.904,100,1.645,0.608,0.926
112,0.780,0,0,0,0,4.229,1.018,0.976,109.164,0.548,100,1.043,0.959,0.821
113,1.760,0,0,0,0,6.631,2.957,0.758,60.116,0.503,100,3.902,0.256,0.893
114,0.161,0,0,0,0,1.796,0.489,0.420,78.721,0.628,100,1.164,0.859,0.779
115,0.227,0,0,0,0,2.527,0.745,0.387,34.661,0.446,100,1.924,0.520,0.680
116,0.144,0,0,0,0,1.368,0.449,0.408,35.146,0.965,100,1.101,0.908,0.892
117,0.566,0,0,0,0,3.949,0.907,0.795,87.983,0.456,100,1.142,0.876,0.805
118,0.209,0,0,0,0,2.488,0.588,0.452,172.991,0.424,100,1.301,0.769,0.686
119,0.152,0,0,0,0,1.889,0.518,0.375,167.461,0.537,100,1.384,0.723,0.722
120,0.423,0,0,0,0,2.884,1.093,0.492,162.028,0.638,100,2.219,0.451,0.782
121,0.231,0,0,0,0,1.796,0.579,0.508,174.029,0.899,100,1.141,0.876,0.848
122,0.135,0,0,0,0,2.317,0.677,0.254,143.557,0.316,100,2.667,0.375,0.549
123,0.719,0,0,0,0,3.840,1.182,0.774,128.911,0.612,100,1.526,0.655,0.813
124,0.161,0,0,0,0,1.423,0.461,0.445,134.995,1.000,100,1.035,0.967,0.892
125,0.205,0,0,0,0,1.571,0.540,0.483,25.015,1.000,100,1.117,0.895,0.895
126,0.187,0,0,0,0,1.516,0.516,0.462,130.327,1.000,100,1.119,0.894,0.896
127,0.383,0,0,0,0,2.231,0.748,0.653,99.083,0.968,100,1.146,0.872,0.921
128,0.161,0,0,0,0,2.021,0.648,0.317,81.125,0.496,100,2.046,0.489,0.718
129,1.368,0,0,0,0,5.604,1.689,1.031,32.478,0.547,100,1.638,0.611,0.818
130,0.335,0,0,0,0,2.215,0.745,0.573,96.116,0.859,100,1.299,0.770,0.933
131,0.518,0,0,0,0,3.412,1.028,0.642,11.985,0.560,100,1.602,0.624,0.788
132,0.436,0,0,0,0,2.791,0.930,0.596,32.634,0.703,100,1.559,0.641,0.837
133,0.105,0,0,0,0,1.368,0.494,0.270,161.015,0.702,100,1.832,0.546,0.774
134,0.362,0,0,0,0,3.109,0.942,0.489,129.378,0.470,100,1.929,0.518,0.790
135,0.187,0,0,0,0,3.312,0.916,0.260,120.661,0.215,100,3.515,0.284,0.521
136,0.257,0,0,0,0,2.115,0.625,0.524,62.504,0.722,100,1.194,0.838,0.825
137,0.157,0,0,0,0,1.439,0.503,0.397,33.963,0.952,100,1.266,0.790,0.857
138,0.139,0,0,0,0,1.796,0.450,0.395,126.930,0.543,100,1.139,0.878,0.688
139,0.227,0,0,0,0,1.835,0.691,0.417,14.525,0.846,100,1.656,0.604,0.874
140,0.222,0,0,0,0,1.819,0.664,0.426,66.342,0.844,100,1.558,0.642,0.864
141,0.279,0,0,0,0,1.889,0.662,0.536,131.327,0.981,100,1.236,0.809,0.895
142,0.030,0,0,0,0,0.637,0.274,0.142,98.350,0.943,100,1.936,0.517,0.933
143,0.697,0,0,0,0,3.808,1.383,0.642,103.011,0.604,100,2.156,0.464,0.808
144,0.536,0,0,0,0,3.093,0.893,0.764,142.879,0.704,100,1.169,0.855,0.842
145,0.671,0,0,0,0,3.840,1.511,0.565,122.125,0.572,100,2.672,0.374,0.826
146,0.388,0,0,0,0,2.472,0.871,0.567,154.263,0.797,100,1.537,0.651,0.886
147,0.131,0,0,0,0,1.555,0.594,0.280,109.531,0.679,100,2.123,0.471,0.759
148,0.279,0,0,0,0,1.967,0.771,0.460,37.967,0.906,100,1.675,0.597,0.901
149,0.309,0,0,0,0,3.103,0.769,0.512,88.073,0.404,100,1.503,0.665,0.724
150,0.645,0,0,0,0,4.548,2.063,0.398,123.991,0.392,100,5.186,0.193,0.761
151,0.553,0,0,0,0,2.923,1.118,0.630,32.879,0.814,100,1.773,0.564,0.894
152,0.135,0,0,0,0,1.275,0.486,0.354,90.000,1.000,100,1.372,0.729,0.939
153,2.378,0,0,0,0,6.000,2.036,1.487,88.234,0.830,100,1.369,0.730,0.938
154,0.392,0,0,0,0,2.433,0.918,0.544,167.691,0.832,100,1.689,0.592,0.874
155,0.078,0,0,0,0,0.956,0.353,0.283,0.000,1.000,100,1.248,0.801,0.947
156,0.322,0,0,0,0,2.060,0.807,0.508,134.287,0.954,100,1.588,0.630,0.914
157,0.366,0,0,0,0,2.324,0.796,0.585,80.654,0.851,100,1.361,0.735,0.870
158,0.309,0,0,0,0,2.060,0.752,0.524,121.464,0.916,100,1.436,0.697,0.877
159,0.270,0,0,0,0,1.983,0.616,0.559,179.941,0.863,100,1.102,0.908,0.886
160,0.780,0,0,0,0,3.785,1.478,0.672,18.236,0.684,100,2.200,0.455,0.856
161,0.479,0,0,0,0,3.724,1.136,0.537,112.572,0.434,100,2.115,0.473,0.731
162,0.462,0,0,0,0,2.713,0.952,0.617,45.394,0.788,100,1.542,0.648,0.865
163,0.179,0,0,0,0,1.500,0.539,0.422,95.850,0.997,100,1.277,0.783,0.932
164,0.383,0,0,0,0,2.549,0.914,0.534,34.610,0.741,100,1.710,0.585,0.830
165,0.122,0,0,0,0,1.329,0.502,0.310,51.266,0.867,100,1.620,0.617,0.848
166,0.710,0,0,0,0,4.471,1.162,0.778,49.232,0.446,100,1.495,0.669,0.784
167,0.584,0,0,0,0,3.071,1.040,0.715,163.993,0.778,100,1.455,0.687,0.884
168,0.257,0,0,0,0,1.873,0.612,0.534,85.369,0.920,100,1.146,0.873,0.881
169,0.423,0,0,0,0,2.549,0.949,0.567,96.917,0.817,100,1.673,0.598,0.907
170,0.379,0,0,0,0,2.247,0.724,0.667,72.370,0.943,100,1.085,0.922,0.921
171,1.102,0,0,0,0,4.642,1.966,0.714,142.421,0.643,100,2.754,0.363,0.866
172,0.048,0,0,0,0,1.065,0.251,0.243,0.000,0.530,100,1.035,0.967,0.629
173,0.762,0,0,0,0,6.228,1.094,0.887,91.550,0.247,100,1.233,0.811,0.716
174,0.157,0,0,0,0,1.648,0.505,0.395,50.591,0.726,100,1.279,0.782,0.800
175,0.653,0,0,0,0,3.724,1.542,0.540,150.249,0.592,100,2.857,0.350,0.817
176,1.333,0,0,0,0,5.862,1.803,0.941,57.976,0.488,100,1.916,0.522,0.800
177,0.671,0,0,0,0,3.576,1.133,0.754,62.179,0.659,100,1.503,0.665,0.835
178,0.871,0,0,0,0,5.855,1.191,0.932,166.259,0.319,100,1.278,0.782,0.733
179,0.166,0,0,0,0,2.993,0.725,0.291,107.797,0.232,100,2.495,0.401,0.618
180,0.240,0,0,0,0,1.780,0.569,0.536,80.805,0.950,100,1.061,0.942,0.894
181,1.137,0,0,0,0,7.822,1.460,0.991,85.088,0.234,100,1.473,0.679,0.662
182,0.366,0,0,0,0,4.114,0.995,0.468,18.778,0.272,100,2.125,0.470,0.636
183,0.775,0,0,0,0,5.932,1.238,0.797,117.657,0.277,100,1.552,0.644,0.670
184,0.026,0,0,0,0,0.840,0.307,0.109,29.518,0.465,100,2.826,0.354,0.571
185,0.078,0,0,0,0,1.197,0.505,0.198,28.202,0.687,100,2.553,0.392,0.750
186,1.102,0,0,0,0,6.158,1.298,1.081,62.920,0.365,100,1.201,0.832,0.792
187,1.228,0,0,0,0,5.153,2.250,0.695,156.845,0.581,100,3.236,0.309,0.895
188,0.196,0,0,0,0,1.593,0.521,0.479,157.947,0.970,100,1.089,0.918,0.909
189,0.479,0,0,0,0,3.196,0.874,0.698,150.800,0.589,100,1.251,0.799,0.789
190,0.357,0,0,0,0,2.752,0.828,0.549,161.283,0.593,100,1.508,0.663,0.845
191,0.414,0,0,0,0,3.273,1.019,0.517,114.081,0.485,100,1.970,0.508,0.763
192,0.166,0,0,0,0,1.384,0.489,0.431,144.057,1.000,100,1.135,0.881,0.905
193,0.849,0,0,0,0,3.576,1.337,0.809,29.841,0.835,100,1.654,0.605,0.901
194,0.240,0,0,0,0,1.873,0.615,0.496,14.664,0.858,100,1.238,0.808,0.887
195,0.270,0,0,0,0,1.944,0.716,0.480,35.539,0.898,100,1.491,0.671,0.879
196,0.039,0,0,0,0,1.252,0.331,0.151,122.290,0.314,100,2.190,0.457,0.474
197,0.244,0,0,0,0,2.691,0.812,0.383,133.845,0.423,100,2.121,0.472,0.687
198,0.619,0,0,0,0,5.202,1.063,0.741,6.229,0.287,100,1.435,0.697,0.648
199,0.462,0,0,0,0,2.549,0.972,0.605,20.143,0.893,100,1.607,0.622,0.922
200,0.192,0,0,0,0,1.757,0.545,0.447,27.583,0.780,100,1.219,0.820,0.815
201,0.222,0,0,0,0,1.741,0.594,0.476,148.925,0.921,100,1.247,0.802,0.887
202,0.322,0,0,0,0,2.543,0.694,0.591,104.684,0.626,100,1.175,0.851,0.813
203,0.845,0,0,0,0,4.774,1.243,0.865,138.992,0.466,100,1.437,0.696,0.822
204,0.497,0,0,0,0,2.923,1.175,0.538,110.642,0.730,100,2.182,0.458,0.860
205,0.240,0,0,0,0,1.835,0.603,0.506,120.341,0.894,100,1.193,0.838,0.880
206,0.122,0,0,0,0,2.565,0.420,0.370,164.259,0.233,100,1.134,0.882,0.444
207,0.030,0,0,0,0,0.747,0.351,0.110,45.000,0.687,100,3.182,0.314,0.737
208,0.235,0,0,0,0,1.819,0.664,0.451,20.766,0.894,100,1.472,0.679,0.900
209,0.301,0,0,0,0,2.433,0.668,0.573,10.376,0.638,100,1.166,0.857,0.852
210,0.227,0,0,0,0,1.703,0.579,0.498,39.022,0.982,100,1.164,0.859,0.897
211,0.179,0,0,0,0,1.461,0.521,0.437,45.001,1.000,100,1.193,0.838,0.932
212,0.562,0,0,0,0,2.923,1.181,0.606,46.553,0.827,100,1.950,0.513,0.915
213,0.292,0,0,0,0,2.060,0.769,0.483,109.148,0.864,100,1.593,0.628,0.876
214,1.076,0,0,0,0,4.516,1.901,0.721,65.030,0.663,100,2.637,0.379,0.900
215,0.893,0,0,0,0,6.212,1.471,0.773,159.085,0.291,100,1.903,0.525,0.730
216,0.723,0,0,0,0,4.027,1.765,0.522,149.127,0.560,100,3.383,0.296,0.836
217,0.362,0,0,0,0,3.351,0.986,0.467,129.965,0.405,100,2.114,0.473,0.769
218,0.344,0,0,0,0,2.379,0.830,0.528,105.018,0.764,100,1.571,0.636,0.849
219,0.261,0,0,0,0,2.076,0.712,0.467,64.285,0.762,100,1.525,0.656,0.845
220,0.183,0,0,0,0,1.989,0.632,0.368,16.581,0.581,100,1.716,0.583,0.800
221,0.078,0,0,0,0,1.252,0.364,0.274,22.195,0.629,100,1.330,0.752,0.679
222,0.362,0,0,0,0,3.219,0.808,0.569,155.131,0.439,100,1.419,0.705,0.716
223,0.802,0,0,0,0,4.806,1.347,0.758,76.360,0.436,100,1.777,0.563,0.743
224,0.183,0,0,0,0,1.555,0.540,0.432,140.217,0.951,100,1.250,0.800,0.894
225,0.287,0,0,0,0,1.967,0.760,0.482,148.943,0.934,100,1.576,0.634,0.904
226,0.052,0,0,0,0,1.011,0.293,0.227,29.828,0.643,100,1.289,0.776,0.667
227,0.309,0,0,0,0,2.099,0.696,0.566,123.763,0.882,100,1.230,0.813,0.882
228,0.405,0,0,0,0,3.241,0.960,0.538,6.408,0.485,100,1.785,0.560,0.791
229,0.231,0,0,0,0,1.796,0.558,0.527,130.818,0.899,100,1.058,0.945,0.848
230,0.601,0,0,0,0,4.378,1.145,0.668,158.362,0.394,100,1.714,0.583,0.738
231,0.292,0,0,0,0,2.131,0.763,0.487,122.256,0.808,100,1.565,0.639,0.832
232,0.928,0,0,0,0,5.784,1.157,1.021,173.344,0.348,100,1.134,0.882,0.745
233,0.301,0,0,0,0,2.285,0.772,0.496,4.732,0.723,100,1.558,0.642,0.847
234,0.335,0,0,0,0,2.247,0.722,0.591,12.888,0.835,100,1.221,0.819,0.875
235,0.200,0,0,0,0,1.796,0.588,0.434,117.135,0.781,100,1.357,0.737,0.844
236,1.276,0,0,0,0,6.943,1.752,0.927,146.432,0.333,100,1.889,0.529,0.769
237,0.671,0,0,0,0,4.526,1.134,0.754,44.680,0.412,100,1.504,0.665,0.698
238,0.270,0,0,0,0,1.873,0.610,0.564,171.000,0.967,100,1.081,0.925,0.892
239,0.227,0,0,0,0,1.835,0.631,0.457,164.226,0.846,100,1.380,0.725,0.881
240,0.022,0,0,0,0,0.692,0.243,0.114,115.670,0.572,100,2.126,0.470,0.625
241,0.026,0,0,0,0,0.879,0.215,0.155,95.392,0.425,100,1.392,0.718,0.600
242,0.244,0,0,0,0,2.076,0.646,0.481,5.917,0.711,100,1.342,0.745,0.830
243,0.253,0,0,0,0,3.032,0.833,0.386,109.450,0.345,100,2.156,0.464,0.663
244,0.039,0,0,0,0,0.972,0.365,0.137,24.155,0.521,100,2.667,0.375,0.692
245,0.366,0,0,0,0,2.285,0.751,0.621,66.709,0.880,100,1.209,0.827,0.870
246,0.022,0,0,0,0,0.637,0.269,0.103,110.994,0.674,100,2.610,0.383,0.769
247,0.745,0,0,0,0,3.692,1.168,0.812,157.031,0.687,100,1.438,0.695,0.851
248,0.401,0,0,0,0,2.324,0.803,0.635,51.028,0.932,100,1.265,0.791,0.925
249,0.261,0,0,0,0,1.835,0.648,0.513,41.420,0.976,100,1.264,0.791,0.896
250,0.253,0,0,0,0,1.851,0.614,0.524,28.863,0.927,100,1.170,0.855,0.853
251,0.984,0,0,0,0,4.268,1.348,0.930,116.616,0.679,100,1.451,0.689,0.888
252,0.305,0,0,0,0,2.060,0.784,0.495,124.033,0.903,100,1.583,0.632,0.892
253,0.357,0,0,0,0,2.713,0.870,0.523,25.798,0.610,100,1.664,0.601,0.828
254,0.287,0,0,0,0,2.488,0.764,0.479,14.950,0.584,100,1.593,0.628,0.786
255,0.070,0,0,0,0,1.011,0.377,0.235,25.278,0.857,100,1.601,0.625,0.800
256,0.209,0,0,0,0,1.928,0.579,0.460,42.283,0.707,100,1.259,0.794,0.828
257,0.048,0,0,0,0,1.011,0.373,0.164,103.077,0.589,100,2.282,0.438,0.733
258,0.292,0,0,0,0,2.083,0.796,0.467,17.416,0.845,100,1.707,0.586,0.912
259,1.080,0,0,0,0,4.564,1.206,1.140,110.606,0.652,100,1.058,0.945,0.821
260,0.227,0,0,0,0,1.967,0.677,0.426,11.494,0.736,100,1.591,0.629,0.839
261,0.052,0,0,0,0,1.104,0.462,0.144,28.796,0.539,100,3.212,0.311,0.686
262,0.139,0,0,0,0,2.488,0.915,0.194,60.210,0.283,100,4.712,0.212,0.566
263,0.235,0,0,0,0,2.379,0.810,0.370,179.621,0.522,100,2.193,0.456,0.788
264,0.039,0,0,0,0,0.653,0.259,0.193,20.301,1.000,100,1.340,0.746,0.857
265,0.274,0,0,0,0,2.192,0.855,0.409,27.012,0.718,100,2.093,0.478,0.834
266,0.462,0,0,0,0,2.993,0.823,0.714,87.122,0.648,100,1.153,0.867,0.828
267,0.623,0,0,0,0,3.116,1.214,0.654,80.990,0.806,100,1.857,0.539,0.923
268,0.510,0,0,0,0,2.665,0.965,0.673,7.618,0.901,100,1.435,0.697,0.936
269,0.083,0,0,0,0,1.011,0.362,0.291,122.533,1.000,100,1.244,0.804,0.884
270,0.209,0,0,0,0,1.648,0.568,0.469,75.836,0.967,100,1.212,0.825,0.889
271,0.701,0,0,0,0,3.357,1.246,0.717,96.217,0.782,100,1.739,0.575,0.894
272,0.627,0,0,0,0,3.257,0.951,0.840,30.740,0.743,100,1.132,0.883,0.865
273,0.209,0,0,0,0,1.593,0.550,0.484,1.016E-13,1.000,100,1.137,0.879,0.941
274,0.240,0,0,0,0,1.912,0.666,0.458,28.092,0.823,100,1.453,0.688,0.866
275,0.418,0,0,0,0,2.907,1.192,0.447,17.723,0.622,100,2.667,0.375,0.850
276,0.270,0,0,0,0,2.215,0.713,0.482,93.334,0.692,100,1.478,0.676,0.849
277,0.030,0,0,0,0,0.731,0.273,0.142,62.769,0.718,100,1.918,0.521,0.778
278,1.368,0,0,0,0,7.091,1.753,0.993,171.069,0.342,100,1.765,0.567,0.785
279,0.227,0,0,0,0,1.741,0.619,0.466,74.643,0.939,100,1.327,0.754,0.881
280,0.619,0,0,0,0,3.801,0.915,0.861,130.876,0.538,100,1.063,0.941,0.823
281,0.139,0,0,0,0,1.609,0.571,0.311,93.857,0.676,100,1.840,0.544,0.810
282,0.370,0,0,0,0,2.511,0.893,0.528,102.980,0.738,100,1.690,0.592,0.885
283,0.309,0,0,0,0,2.176,0.791,0.498,98.026,0.821,100,1.589,0.629,0.922
284,0.457,0,0,0,0,2.681,0.965,0.603,120.713,0.799,100,1.600,0.625,0.901
285,0.706,0,0,0,0,5.504,1.473,0.610,114.550,0.293,100,2.415,0.414,0.679
286,0.745,0,0,0,0,3.373,1.329,0.714,25.991,0.823,100,1.863,0.537,0.917
287,0.044,0,0,0,0,1.065,0.280,0.198,178.050,0.482,100,1.410,0.709,0.625
288,0.196,0,0,0,0,1.796,0.605,0.413,66.101,0.764,100,1.464,0.683,0.833
289,0.348,0,0,0,0,2.395,0.717,0.619,22.826,0.764,100,1.158,0.864,0.829
