 ,Area,Mean,StdDev,Min,Max,Perim.,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
68,0.449,0,0,0,0,2.993,1.159,0.493,154.178,0.629,100,2.352,0.425,0.834
69,0.231,0,0,0,0,1.796,0.567,0.519,168.161,0.899,100,1.093,0.915,0.883
70,0.309,0,0,0,0,2.417,0.750,0.525,42.927,0.665,100,1.430,0.699,0.855
71,0.409,0,0,0,0,2.775,1.119,0.466,10.124,0.668,100,2.401,0.416,0.866
72,0.335,0,0,0,0,2.231,0.857,0.498,104.951,0.847,100,1.720,0.581,0.890
73,0.257,0,0,0,0,1.819,0.605,0.541,10.298,0.976,100,1.120,0.893,0.922
74,0.205,0,0,0,0,1.703,0.602,0.433,57.801,0.887,100,1.389,0.720,0.862
75,1.028,0,0,0,0,5.813,1.341,0.976,15.447,0.382,100,1.373,0.728,0.844
76,0.279,0,0,0,0,1.967,0.791,0.449,166.100,0.906,100,1.763,0.567,0.908
77,0.174,0,0,0,0,1.516,0.485,0.457,81.721,0.953,100,1.060,0.943,0.860
78,0.166,0,0,0,0,1.477,0.473,0.446,174.700,0.953,100,1.059,0.944,0.884
79,0.074,0,0,0,0,1.011,0.366,0.258,137.257,0.911,100,1.420,0.704,0.829
80,0.379,0,0,0,0,3.087,0.818,0.590,16.014,0.500,100,1.387,0.721,0.770
81,0.174,0,0,0,0,1.516,0.501,0.443,81.615,0.953,100,1.132,0.883,0.870
82,0.449,0,0,0,0,2.775,0.930,0.614,2.777,0.732,100,1.515,0.660,0.866
83,0.436,0,0,0,0,2.659,0.864,0.642,178.647,0.774,100,1.345,0.744,0.858
84,0.457,0,0,0,0,3.209,1.123,0.519,78.177,0.558,100,2.166,0.462,0.861
85,0.296,0,0,0,0,2.231,0.916,0.412,176.206,0.748,100,2.227,0.449,0.866
86,0.680,0,0,0,0,3.319,1.317,0.657,22.096,0.775,100,2.006,0.499,0.904
87,0.571,0,0,0,0,3.032,1.114,0.652,139.245,0.780,100,1.709,0.585,0.882
88,0.261,0,0,0,0,2.169,0.645,0.516,33.442,0.698,100,1.249,0.800,0.811
89,0.484,0,0,0,0,2.813,1.192,0.516,167.435,0.768,100,2.308,0.433,0.902
90,0.697,0,0,0,0,3.055,1.119,0.793,97.670,0.939,100,1.411,0.709,0.936
91,0.122,0,0,0,0,1.291,0.434,0.358,114.316,0.920,100,1.214,0.824,0.848
92,0.549,0,0,0,0,3.203,1.278,0.547,105.955,0.672,100,2.337,0.428,0.863
93,0.671,0,0,0,0,3.567,1.512,0.565,3.218,0.663,100,2.675,0.374,0.901
94,0.375,0,0,0,0,2.285,0.891,0.535,177.703,0.901,100,1.665,0.600,0.915
95,0.815,0,0,0,0,3.653,1.402,0.740,165.609,0.767,100,1.896,0.528,0.910
96,0.327,0,0,0,0,2.153,0.836,0.498,115.862,0.885,100,1.678,0.596,0.893
97,0.427,0,0,0,0,2.511,0.983,0.553,14.986,0.851,100,1.779,0.562,0.891
98,0.340,0,0,0,0,2.208,0.851,0.509,131.880,0.876,100,1.673,0.598,0.886
99,0.266,0,0,0,0,1.835,0.627,0.539,31.525,0.992,100,1.164,0.859,0.897
100,0.370,0,0,0,0,2.472,1.042,0.452,133.760,0.761,100,2.304,0.434,0.876
101,0.292,0,0,0,0,2.083,0.847,0.439,76.342,0.845,100,1.930,0.518,0.918
102,0.270,0,0,0,0,1.912,0.741,0.464,11.610,0.928,100,1.597,0.626,0.925
103,0.340,0,0,0,0,2.504,0.828,0.522,103.673,0.681,100,1.586,0.631,0.843
104,0.174,0,0,0,0,1.516,0.576,0.385,57.350,0.953,100,1.493,0.670,0.889
105,0.287,0,0,0,0,2.037,0.847,0.432,141.784,0.870,100,1.961,0.510,0.886
106,0.148,0,0,0,0,1.439,0.454,0.415,82.282,0.899,100,1.093,0.915,0.829
107,0.366,0,0,0,0,2.263,0.844,0.552,151.528,0.898,100,1.527,0.655,0.889
108,0.248,0,0,0,0,1.983,0.661,0.478,9.751,0.794,100,1.384,0.723,0.838
109,0.366,0,0,0,0,2.495,1.026,0.454,165.095,0.739,100,2.260,0.443,0.880
110,0.383,0,0,0,0,2.961,1.266,0.386,16.832,0.549,100,3.283,0.305,0.819
111,1.037,0,0,0,0,4.967,1.457,0.906,69.443,0.528,100,1.609,0.621,0.751
112,0.039,0,0,0,0,0.917,0.301,0.166,179.438,0.585,100,1.811,0.552,0.720
113,0.113,0,0,0,0,1.197,0.397,0.363,45.001,0.993,100,1.093,0.915,0.852
114,0.227,0,0,0,0,1.819,0.727,0.397,54.597,0.861,100,1.832,0.546,0.912
115,0.253,0,0,0,0,1.912,0.711,0.453,60.708,0.868,100,1.571,0.637,0.885
116,0.344,0,0,0,0,2.495,1.005,0.436,156.838,0.695,100,2.307,0.434,0.859
117,0.335,0,0,0,0,2.433,0.939,0.455,29.450,0.712,100,2.065,0.484,0.842
118,0.227,0,0,0,0,1.796,0.646,0.446,59.183,0.882,100,1.447,0.691,0.889
119,0.209,0,0,0,0,1.741,0.665,0.400,115.392,0.866,100,1.663,0.601,0.889
120,0.954,0,0,0,0,3.988,1.155,1.052,106.976,0.754,100,1.098,0.911,0.881
121,1.189,0,0,0,0,4.999,1.866,0.811,57.107,0.598,100,2.299,0.435,0.860
122,1.115,0,0,0,0,3.972,1.448,0.980,39.004,0.888,100,1.478,0.677,0.931
123,0.183,0,0,0,0,1.609,0.508,0.459,124.594,0.888,100,1.107,0.903,0.848
124,0.331,0,0,0,0,2.231,0.896,0.470,75.788,0.836,100,1.907,0.524,0.899
125,0.950,0,0,0,0,4.268,1.480,0.817,43.375,0.655,100,1.812,0.552,0.869
126,0.623,0,0,0,0,2.923,1.042,0.761,34.919,0.916,100,1.368,0.731,0.926
127,0.344,0,0,0,0,2.269,0.904,0.485,177.399,0.840,100,1.864,0.536,0.913
128,0.501,0,0,0,0,2.939,0.944,0.676,75.970,0.729,100,1.397,0.716,0.875
129,0.370,0,0,0,0,2.395,0.798,0.590,77.575,0.811,100,1.352,0.740,0.854
130,1.141,0,0,0,0,4.889,2.051,0.709,61.818,0.600,100,2.895,0.345,0.885
131,0.174,0,0,0,0,1.555,0.546,0.407,103.266,0.906,100,1.342,0.745,0.909
132,0.283,0,0,0,0,2.021,0.761,0.474,151.142,0.871,100,1.607,0.622,0.867
133,0.793,0,0,0,0,3.225,1.084,0.932,90.973,0.958,100,1.163,0.860,0.943
134,0.806,0,0,0,0,3.537,1.133,0.906,122.269,0.809,100,1.251,0.800,0.905
135,0.479,0,0,0,0,2.752,1.014,0.602,178.792,0.795,100,1.686,0.593,0.891
136,0.710,0,0,0,0,3.109,1.043,0.867,6.899,0.923,100,1.204,0.831,0.913
137,0.440,0,0,0,0,2.984,1.304,0.429,15.912,0.621,100,3.037,0.329,0.849
138,0.065,0,0,0,0,0.901,0.372,0.223,90.000,1.000,100,1.667,0.600,1.000
139,0.401,0,0,0,0,2.379,0.855,0.597,58.331,0.890,100,1.432,0.698,0.898
140,0.370,0,0,0,0,2.511,1.010,0.467,110.141,0.738,100,2.163,0.462,0.872
141,0.767,0,0,0,0,3.264,1.111,0.879,110.468,0.904,100,1.264,0.791,0.934
142,0.139,0,0,0,0,1.275,0.421,0.421,0.000,1.000,100,1.000,1.000,0.941
143,0.436,0,0,0,0,3.087,0.964,0.575,4.161,0.574,100,1.676,0.597,0.844
144,0.196,0,0,0,0,1.571,0.584,0.428,168.589,0.998,100,1.364,0.733,0.882
145,0.462,0,0,0,0,3.087,1.260,0.467,42.140,0.609,100,2.700,0.370,0.774
146,0.170,0,0,0,0,1.571,0.530,0.408,56.402,0.865,100,1.299,0.770,0.830
147,0.510,0,0,0,0,2.511,0.820,0.791,6.097,1.000,100,1.037,0.964,0.940
148,0.144,0,0,0,0,1.329,0.443,0.413,171.870,1.000,100,1.071,0.934,0.904
149,0.105,0,0,0,0,1.120,0.384,0.346,50.194,1.000,100,1.110,0.901,0.842
150,0.074,0,0,0,0,2.005,0.860,0.110,24.072,0.231,100,7.847,0.127,0.548
151,0.139,0,0,0,0,1.345,0.454,0.391,134.999,0.968,100,1.160,0.862,0.853
152,0.488,0,0,0,0,3.373,1.352,0.460,47.697,0.539,100,2.942,0.340,0.759
153,0.632,0,0,0,0,3.039,1.172,0.686,73.076,0.860,100,1.708,0.586,0.935
154,0.183,0,0,0,0,1.516,0.539,0.432,165.710,1.000,100,1.249,0.801,0.884
155,0.475,0,0,0,0,2.643,0.938,0.644,161.493,0.854,100,1.455,0.687,0.879
156,1.503,0,0,0,0,4.571,1.560,1.227,105.781,0.904,100,1.271,0.787,0.934
157,1.298,0,0,0,0,5.054,1.832,0.902,168.044,0.639,100,2.030,0.493,0.909
158,0.497,0,0,0,0,2.752,0.878,0.720,63.677,0.824,100,1.219,0.821,0.867
159,0.375,0,0,0,0,2.379,0.946,0.504,162.426,0.832,100,1.877,0.533,0.887
160,0.240,0,0,0,0,1.851,0.610,0.500,129.633,0.879,100,1.218,0.821,0.833
161,0.222,0,0,0,0,1.741,0.599,0.472,68.117,0.921,100,1.269,0.788,0.879
162,0.340,0,0,0,0,2.231,0.872,0.496,166.696,0.858,100,1.758,0.569,0.897
163,0.314,0,0,0,0,2.176,0.889,0.449,80.195,0.832,100,1.978,0.506,0.917
164,0.309,0,0,0,0,2.099,0.728,0.541,91.013,0.882,100,1.345,0.743,0.910
165,0.340,0,0,0,0,2.137,0.739,0.585,126.825,0.935,100,1.263,0.792,0.912
166,0.309,0,0,0,0,1.989,0.679,0.580,134.998,0.982,100,1.171,0.854,0.947
167,0.470,0,0,0,0,2.697,0.947,0.633,106.091,0.812,100,1.496,0.668,0.896
168,0.292,0,0,0,0,2.005,0.757,0.491,69.071,0.912,100,1.543,0.648,0.912
169,0.157,0,0,0,0,1.368,0.468,0.426,90.000,1.000,100,1.099,0.910,0.923
170,0.248,0,0,0,0,1.912,0.699,0.452,62.473,0.853,100,1.545,0.647,0.884
171,0.806,0,0,0,0,5.501,2.229,0.460,88.652,0.335,100,4.844,0.206,0.668
172,0.414,0,0,0,0,3.071,1.333,0.395,59.733,0.551,100,3.373,0.296,0.819
173,0.287,0,0,0,0,2.549,1.054,0.347,78.708,0.556,100,3.033,0.330,0.786
174,0.392,0,0,0,0,2.565,0.794,0.629,41.791,0.749,100,1.262,0.792,0.861
175,0.209,0,0,0,0,1.725,0.663,0.402,76.032,0.883,100,1.650,0.606,0.923
176,0.736,0,0,0,0,3.669,1.239,0.757,139.280,0.687,100,1.637,0.611,0.843
177,2.104,0,0,0,0,5.456,1.699,1.576,16.810,0.888,100,1.078,0.928,0.944
178,0.126,0,0,0,0,2.208,0.512,0.314,81.859,0.326,100,1.633,0.612,0.611
179,0.039,0,0,0,0,1.027,0.253,0.197,2.382,0.467,100,1.283,0.780,0.581
180,0.022,0,0,0,0,0.560,0.253,0.110,135.000,0.873,100,2.308,0.433,0.769
181,0.697,0,0,0,0,3.109,1.097,0.809,56.315,0.906,100,1.356,0.737,0.914
182,0.205,0,0,0,0,1.609,0.609,0.428,121.701,0.993,100,1.425,0.702,0.904
183,0.427,0,0,0,0,2.604,1.048,0.519,151.537,0.791,100,2.021,0.495,0.891
184,0.414,0,0,0,0,2.379,0.882,0.597,51.765,0.919,100,1.478,0.677,0.909
185,0.366,0,0,0,0,2.340,0.907,0.514,40.333,0.840,100,1.764,0.567,0.889
186,0.335,0,0,0,0,2.153,0.803,0.532,19.572,0.909,100,1.510,0.662,0.890
187,0.584,0,0,0,0,2.884,0.884,0.841,98.728,0.882,100,1.051,0.952,0.899
188,0.305,0,0,0,0,2.169,0.842,0.461,136.888,0.814,100,1.825,0.548,0.854
189,0.619,0,0,0,0,2.868,0.965,0.816,115.788,0.945,100,1.184,0.845,0.934
190,0.348,0,0,0,0,2.611,1.155,0.384,1.429,0.642,100,3.005,0.333,0.894
191,0.187,0,0,0,0,1.516,0.552,0.432,129.461,1.000,100,1.277,0.783,0.905
192,0.200,0,0,0,0,1.555,0.537,0.475,67.259,1.000,100,1.130,0.885,0.920
193,0.802,0,0,0,0,4.297,1.452,0.703,13.543,0.545,100,2.067,0.484,0.740
194,0.222,0,0,0,0,1.757,0.665,0.425,134.226,0.904,100,1.564,0.640,0.850
195,0.192,0,0,0,0,1.873,0.605,0.403,0.903,0.686,100,1.501,0.666,0.793
196,0.240,0,0,0,0,1.819,0.590,0.517,89.333,0.910,100,1.140,0.877,0.894
197,0.301,0,0,0,0,2.044,0.793,0.483,16.699,0.904,100,1.643,0.609,0.908
198,0.540,0,0,0,0,2.813,1.123,0.612,1.485,0.858,100,1.835,0.545,0.936
199,0.423,0,0,0,0,3.077,1.227,0.438,95.759,0.561,100,2.800,0.357,0.866
200,0.292,0,0,0,0,2.285,0.902,0.412,25.704,0.702,100,2.189,0.457,0.865
201,0.484,0,0,0,0,3.444,1.366,0.451,140.934,0.512,100,3.029,0.330,0.742
202,1.137,0,0,0,0,4.625,1.803,0.803,160.485,0.668,100,2.246,0.445,0.886
203,0.179,0,0,0,0,1.532,0.523,0.435,39.191,0.956,100,1.204,0.831,0.845
204,2.143,0,0,0,0,5.363,1.754,1.556,23.689,0.936,100,1.128,0.887,0.953
205,0.984,0,0,0,0,4.960,1.666,0.753,9.969,0.503,100,2.213,0.452,0.789
206,0.470,0,0,0,0,2.643,0.832,0.720,90.809,0.846,100,1.155,0.866,0.889
207,0.671,0,0,0,0,3.621,1.453,0.588,85.100,0.643,100,2.473,0.404,0.909
208,0.527,0,0,0,0,3.077,1.232,0.545,72.681,0.699,100,2.262,0.442,0.890
209,0.549,0,0,0,0,2.845,1.146,0.610,128.366,0.852,100,1.878,0.532,0.910
210,0.619,0,0,0,0,3.817,1.520,0.518,58.753,0.533,100,2.934,0.341,0.805
211,0.227,0,0,0,0,1.835,0.601,0.480,111.255,0.846,100,1.253,0.798,0.839
212,0.549,0,0,0,0,3.721,1.726,0.405,95.608,0.498,100,4.261,0.235,0.881
213,0.510,0,0,0,0,2.604,0.940,0.690,141.714,0.944,100,1.363,0.734,0.921
214,1.302,0,0,0,0,4.236,1.361,1.218,75.017,0.912,100,1.117,0.895,0.934
215,0.457,0,0,0,0,2.768,1.131,0.515,141.688,0.750,100,2.198,0.455,0.857
216,0.157,0,0,0,0,1.423,0.473,0.422,104.709,0.974,100,1.120,0.893,0.878
217,0.196,0,0,0,0,1.609,0.638,0.391,137.397,0.951,100,1.631,0.613,0.900
218,0.113,0,0,0,0,1.143,0.413,0.349,0.000,1.000,100,1.184,0.845,0.929
219,0.950,0,0,0,0,6.303,2.955,0.409,68.674,0.300,100,7.222,0.138,0.829
220,1.063,0,0,0,0,4.297,1.761,0.769,99.490,0.723,100,2.291,0.437,0.917
221,0.405,0,0,0,0,2.527,0.866,0.596,51.138,0.797,100,1.452,0.689,0.873
222,0.802,0,0,0,0,4.751,2.097,0.487,133.149,0.446,100,4.309,0.232,0.743
223,1.603,0,0,0,0,5.308,1.929,1.058,6.816,0.715,100,1.823,0.549,0.908
224,0.714,0,0,0,0,3.351,1.318,0.690,47.173,0.800,100,1.910,0.524,0.894
225,0.449,0,0,0,0,2.923,0.843,0.678,18.532,0.660,100,1.244,0.804,0.858
