 ,Area,Mean,StdDev,Min,Max,Perim.,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
31,0.575,0,0,0,0,3.109,0.899,0.815,112.909,0.747,100,1.103,0.907,0.874
32,0.392,0,0,0,0,2.533,1.066,0.468,7.203,0.768,100,2.277,0.439,0.887
33,0.248,0,0,0,0,1.819,0.655,0.483,81.109,0.943,100,1.358,0.736,0.919
34,0.205,0,0,0,0,1.928,0.536,0.486,82.828,0.692,100,1.103,0.907,0.817
35,0.301,0,0,0,0,2.231,0.731,0.523,166.505,0.759,100,1.397,0.716,0.873
36,0.144,0,0,0,0,1.477,0.440,0.416,67.265,0.828,100,1.058,0.945,0.815
37,0.362,0,0,0,0,2.636,0.896,0.514,134.887,0.654,100,1.746,0.573,0.814
38,0.161,0,0,0,0,1.407,0.484,0.424,9.268,1.000,100,1.139,0.878,0.937
39,0.527,0,0,0,0,3.428,0.866,0.775,155.409,0.564,100,1.118,0.895,0.766
40,0.039,0,0,0,0,0.785,0.280,0.178,14.036,0.799,100,1.567,0.638,0.818
41,0.370,0,0,0,0,2.433,0.926,0.509,34.057,0.786,100,1.820,0.549,0.859
42,0.514,0,0,0,0,3.125,1.339,0.489,55.892,0.661,100,2.738,0.365,0.874
43,0.370,0,0,0,0,2.527,1.029,0.458,35.876,0.729,100,2.247,0.445,0.850
44,0.209,0,0,0,0,1.648,0.537,0.496,73.515,0.967,100,1.082,0.924,0.889
45,0.200,0,0,0,0,1.593,0.535,0.476,75.971,0.992,100,1.124,0.890,0.920
46,0.261,0,0,0,0,1.889,0.702,0.474,34.967,0.920,100,1.481,0.675,0.882
47,0.314,0,0,0,0,2.021,0.696,0.574,40.421,0.965,100,1.213,0.824,0.906
48,0.571,0,0,0,0,3.241,1.363,0.533,116.175,0.682,100,2.556,0.391,0.879
49,0.196,0,0,0,0,1.609,0.557,0.448,80.531,0.951,100,1.242,0.805,0.882
50,0.170,0,0,0,0,1.477,0.484,0.447,53.686,0.978,100,1.083,0.923,0.876
51,0.166,0,0,0,0,1.423,0.472,0.447,56.310,1.000,100,1.055,0.948,0.905
52,0.174,0,0,0,0,1.571,0.504,0.440,54.387,0.887,100,1.145,0.873,0.833
53,1.742,0,0,0,0,4.983,1.808,1.227,130.985,0.882,100,1.473,0.679,0.943
54,0.274,0,0,0,0,2.021,0.793,0.441,56.884,0.844,100,1.800,0.556,0.869
55,0.362,0,0,0,0,2.549,1.022,0.450,103.911,0.699,100,2.270,0.440,0.826
56,0.187,0,0,0,0,1.719,0.512,0.466,157.890,0.797,100,1.097,0.912,0.811
57,0.762,0,0,0,0,4.416,2.031,0.478,55.166,0.491,100,4.251,0.235,0.833
58,0.187,0,0,0,0,1.516,0.552,0.432,50.539,1.000,100,1.277,0.783,0.905
59,0.335,0,0,0,0,2.253,0.910,0.469,101.372,0.830,100,1.941,0.515,0.945
60,0.335,0,0,0,0,2.285,0.904,0.472,122.071,0.807,100,1.915,0.522,0.885
61,0.510,0,0,0,0,3.335,1.267,0.512,74.289,0.576,100,2.473,0.404,0.793
62,0.270,0,0,0,0,1.889,0.734,0.468,143.689,0.951,100,1.567,0.638,0.892
63,0.484,0,0,0,0,2.861,1.229,0.501,43.553,0.742,100,2.453,0.408,0.867
64,0.170,0,0,0,0,1.423,0.487,0.444,45.002,1.000,100,1.097,0.912,0.918
65,0.688,0,0,0,0,4.081,1.824,0.481,35.358,0.519,100,3.795,0.263,0.849
66,0.279,0,0,0,0,1.967,0.748,0.474,5.617,0.906,100,1.577,0.634,0.901
67,0.383,0,0,0,0,2.581,0.963,0.507,17.957,0.723,100,1.899,0.527,0.867
68,0.039,0,0,0,0,0.956,0.416,0.120,67.872,0.539,100,3.460,0.289,0.720
69,0.318,0,0,0,0,2.285,0.923,0.438,57.211,0.765,100,2.106,0.475,0.890
70,0.179,0,0,0,0,1.555,0.509,0.447,87.313,0.928,100,1.140,0.877,0.863
71,0.166,0,0,0,0,1.423,0.472,0.447,33.690,1.000,100,1.055,0.948,0.905
72,0.566,0,0,0,0,3.296,1.379,0.523,122.052,0.655,100,2.639,0.379,0.870
73,0.784,0,0,0,0,3.473,1.368,0.730,82.192,0.817,100,1.875,0.533,0.945
74,0.144,0,0,0,0,1.423,0.461,0.397,19.807,0.892,100,1.163,0.860,0.835
75,0.183,0,0,0,0,1.500,0.494,0.472,126.384,1.000,100,1.047,0.955,0.933
76,0.497,0,0,0,0,2.939,1.286,0.492,42.348,0.723,100,2.615,0.382,0.908
77,0.571,0,0,0,0,3.203,1.315,0.553,114.612,0.699,100,2.380,0.420,0.876
78,0.414,0,0,0,0,2.604,1.056,0.499,21.526,0.767,100,2.117,0.472,0.880
79,0.196,0,0,0,0,1.648,0.550,0.454,40.217,0.907,100,1.211,0.826,0.865
80,0.457,0,0,0,0,2.829,1.138,0.512,156.413,0.718,100,2.222,0.450,0.868
81,0.401,0,0,0,0,2.588,1.086,0.470,21.101,0.752,100,2.309,0.433,0.902
82,0.240,0,0,0,0,1.780,0.572,0.533,104.797,0.950,100,1.072,0.933,0.887
83,1.045,0,0,0,0,4.819,2.119,0.628,68.069,0.566,100,3.374,0.296,0.886
84,0.758,0,0,0,0,4.213,1.899,0.508,59.514,0.536,100,3.735,0.268,0.874
85,0.322,0,0,0,0,2.192,0.847,0.485,55.149,0.843,100,1.748,0.572,0.886
86,0.488,0,0,0,0,2.900,1.159,0.536,146.385,0.729,100,2.161,0.463,0.885
87,0.436,0,0,0,0,2.961,1.246,0.445,66.481,0.624,100,2.798,0.357,0.844
88,0.157,0,0,0,0,1.368,0.468,0.426,90.000,1.000,100,1.099,0.910,0.923
89,0.348,0,0,0,0,2.401,0.964,0.460,90.518,0.759,100,2.094,0.478,0.904
90,0.305,0,0,0,0,2.176,0.834,0.465,8.172,0.809,100,1.792,0.558,0.909
91,0.253,0,0,0,0,1.873,0.670,0.480,66.041,0.905,100,1.394,0.717,0.899
92,0.192,0,0,0,0,1.664,0.517,0.472,31.860,0.870,100,1.094,0.914,0.854
93,0.183,0,0,0,0,1.555,0.562,0.414,128.991,0.951,100,1.357,0.737,0.894
94,0.161,0,0,0,0,1.407,0.484,0.424,170.732,1.000,100,1.139,0.878,0.937
95,0.148,0,0,0,0,1.384,0.448,0.421,19.127,0.972,100,1.064,0.940,0.861
96,0.179,0,0,0,0,1.516,0.483,0.471,40.935,0.976,100,1.026,0.975,0.882
97,0.396,0,0,0,0,2.627,1.074,0.470,109.816,0.722,100,2.286,0.437,0.879
98,0.318,0,0,0,0,2.231,0.895,0.452,68.666,0.803,100,1.978,0.506,0.896
99,0.235,0,0,0,0,1.873,0.700,0.428,105.035,0.842,100,1.637,0.611,0.878
100,0.170,0,0,0,0,1.461,0.506,0.428,132.563,1.000,100,1.182,0.846,0.907
101,0.558,0,0,0,0,3.904,1.425,0.498,53.356,0.460,100,2.862,0.349,0.762
102,0.248,0,0,0,0,2.192,0.730,0.433,61.253,0.649,100,1.687,0.593,0.809
103,0.192,0,0,0,0,1.609,0.599,0.408,176.993,0.930,100,1.469,0.681,0.863
104,0.344,0,0,0,0,2.581,0.965,0.454,57.994,0.649,100,2.125,0.471,0.798
105,0.366,0,0,0,0,2.729,1.120,0.416,43.949,0.617,100,2.693,0.371,0.785
106,0.139,0,0,0,0,1.384,0.444,0.400,100.249,0.914,100,1.109,0.902,0.865
107,0.488,0,0,0,0,2.643,0.927,0.670,153.094,0.878,100,1.384,0.722,0.918
108,0.200,0,0,0,0,1.648,0.602,0.423,22.727,0.927,100,1.423,0.703,0.885
109,1.154,0,0,0,0,4.011,1.345,1.093,29.515,0.902,100,1.230,0.813,0.933
110,0.379,0,0,0,0,2.285,0.726,0.664,50.901,0.912,100,1.094,0.914,0.897
111,0.161,0,0,0,0,1.423,0.474,0.433,133.798,1.000,100,1.096,0.912,0.892
112,0.218,0,0,0,0,1.671,0.576,0.481,116.556,0.981,100,1.197,0.835,0.952
113,0.253,0,0,0,0,1.780,0.643,0.500,120.917,1.000,100,1.287,0.777,0.928
114,0.152,0,0,0,0,1.423,0.520,0.373,0.675,0.947,100,1.392,0.718,0.864
115,0.375,0,0,0,0,2.884,1.191,0.401,122.608,0.566,100,2.972,0.337,0.835
116,0.610,0,0,0,0,3.537,1.558,0.498,123.683,0.612,100,3.128,0.320,0.851
117,0.440,0,0,0,0,2.511,0.961,0.583,32.063,0.877,100,1.648,0.607,0.914
118,0.296,0,0,0,0,2.247,0.882,0.428,179.731,0.737,100,2.061,0.485,0.861
119,0.453,0,0,0,0,2.852,1.140,0.506,95.597,0.700,100,2.254,0.444,0.889
120,0.261,0,0,0,0,1.835,0.657,0.507,69.834,0.976,100,1.296,0.772,0.916
121,0.327,0,0,0,0,2.263,0.892,0.466,138.260,0.802,100,1.914,0.522,0.857
122,0.370,0,0,0,0,2.433,0.974,0.484,145.771,0.786,100,2.011,0.497,0.863
123,0.192,0,0,0,0,1.539,0.505,0.484,56.310,1.000,100,1.043,0.959,0.946
124,0.362,0,0,0,0,2.215,0.839,0.548,79.440,0.926,100,1.531,0.653,0.949
125,0.213,0,0,0,0,1.703,0.537,0.506,117.790,0.925,100,1.061,0.943,0.891
126,0.579,0,0,0,0,3.483,1.564,0.472,31.653,0.600,100,3.315,0.302,0.872
127,0.148,0,0,0,0,1.384,0.464,0.407,83.244,0.972,100,1.140,0.877,0.861
128,0.274,0,0,0,0,2.060,0.745,0.469,150.511,0.813,100,1.588,0.630,0.875
129,0.139,0,0,0,0,1.275,0.421,0.421,0.000,1.000,100,1.000,1.000,0.941
130,0.383,0,0,0,0,2.543,1.098,0.445,49.229,0.745,100,2.470,0.405,0.884
131,0.166,0,0,0,0,1.407,0.494,0.426,90.000,1.000,100,1.159,0.863,0.950
132,0.244,0,0,0,0,1.851,0.653,0.476,37.004,0.895,100,1.372,0.729,0.868
133,0.227,0,0,0,0,1.687,0.614,0.470,101.027,1.000,100,1.308,0.765,0.929
134,0.405,0,0,0,0,2.527,1.052,0.490,143.576,0.797,100,2.145,0.466,0.886
135,0.148,0,0,0,0,1.368,0.464,0.406,177.995,0.994,100,1.143,0.875,0.907
136,0.292,0,0,0,0,2.021,0.773,0.481,57.081,0.898,100,1.606,0.622,0.882
137,0.131,0,0,0,0,1.275,0.417,0.399,99.412,1.000,100,1.043,0.959,0.923
138,0.174,0,0,0,0,1.500,0.502,0.442,38.691,0.973,100,1.135,0.881,0.920
139,0.148,0,0,0,0,1.368,0.456,0.413,116.565,0.994,100,1.104,0.906,0.907
140,0.179,0,0,0,0,1.461,0.525,0.433,42.137,1.000,100,1.212,0.825,0.932
141,0.523,0,0,0,0,3.219,1.334,0.499,40.033,0.634,100,2.673,0.374,0.797
142,0.283,0,0,0,0,1.967,0.764,0.472,53.163,0.920,100,1.620,0.617,0.915
143,0.161,0,0,0,0,1.609,0.480,0.428,135.970,0.782,100,1.123,0.891,0.841
144,0.192,0,0,0,0,1.555,0.523,0.466,145.951,0.996,100,1.122,0.891,0.907
145,0.353,0,0,0,0,2.433,1.015,0.443,39.663,0.749,100,2.291,0.436,0.866
146,0.183,0,0,0,0,1.664,0.555,0.420,135.239,0.830,100,1.322,0.756,0.848
147,0.379,0,0,0,0,2.472,0.996,0.485,19.608,0.779,100,2.054,0.487,0.874
148,0.222,0,0,0,0,1.725,0.671,0.421,83.143,0.938,100,1.594,0.627,0.936
149,0.353,0,0,0,0,2.099,0.693,0.648,150.052,1.000,100,1.070,0.935,0.926
150,0.209,0,0,0,0,1.609,0.589,0.452,134.999,1.000,100,1.305,0.766,0.914
151,0.348,0,0,0,0,2.269,0.848,0.523,13.173,0.850,100,1.622,0.616,0.904
152,0.218,0,0,0,0,1.725,0.634,0.437,23.806,0.919,100,1.451,0.689,0.901
153,0.401,0,0,0,0,3.048,0.901,0.567,127.841,0.542,100,1.589,0.629,0.745
154,0.340,0,0,0,0,2.488,1.021,0.424,43.838,0.690,100,2.411,0.415,0.862
155,0.318,0,0,0,0,2.269,0.941,0.430,160.465,0.776,100,2.188,0.457,0.896
156,1.559,0,0,0,0,8.743,3.286,0.604,76.280,0.256,100,5.440,0.184,0.586
157,0.257,0,0,0,0,2.005,0.805,0.406,25.391,0.803,100,1.982,0.505,0.881
158,0.745,0,0,0,0,4.587,1.962,0.483,53.543,0.445,100,4.060,0.246,0.755
159,0.205,0,0,0,0,1.703,0.652,0.400,30.844,0.887,100,1.632,0.613,0.870
160,0.340,0,0,0,0,2.363,1.001,0.432,70.949,0.765,100,2.315,0.432,0.897
161,0.575,0,0,0,0,3.831,1.746,0.419,93.157,0.492,100,4.165,0.240,0.863
162,0.139,0,0,0,0,1.329,0.456,0.389,54.809,0.991,100,1.172,0.853,0.889
163,0.152,0,0,0,0,1.407,0.469,0.414,101.158,0.968,100,1.132,0.884,0.909
164,0.327,0,0,0,0,2.324,0.981,0.424,35.204,0.760,100,2.311,0.433,0.893
165,0.427,0,0,0,0,2.797,1.112,0.489,82.863,0.686,100,2.277,0.439,0.875
166,0.301,0,0,0,0,2.263,0.883,0.434,34.935,0.738,100,2.036,0.491,0.841
167,0.179,0,0,0,0,1.516,0.525,0.433,87.061,0.976,100,1.213,0.824,0.891
168,0.148,0,0,0,0,1.461,0.468,0.403,71.861,0.871,100,1.161,0.861,0.872
169,0.157,0,0,0,0,1.423,0.487,0.410,23.904,0.974,100,1.189,0.841,0.878
170,0.305,0,0,0,0,2.285,0.883,0.440,91.553,0.734,100,2.009,0.498,0.886
171,0.287,0,0,0,0,2.060,0.764,0.479,160.505,0.851,100,1.595,0.627,0.892
172,0.218,0,0,0,0,1.741,0.628,0.442,13.249,0.903,100,1.421,0.704,0.877
173,0.144,0,0,0,0,1.329,0.452,0.405,167.121,1.000,100,1.114,0.898,0.904
174,0.157,0,0,0,0,1.423,0.449,0.444,18.435,0.974,100,1.012,0.988,0.867
175,0.431,0,0,0,0,3.203,1.385,0.397,156.854,0.528,100,3.492,0.286,0.786
176,0.240,0,0,0,0,1.703,0.621,0.492,30.993,1.000,100,1.263,0.792,0.917
177,0.187,0,0,0,0,1.632,0.573,0.416,86.845,0.884,100,1.378,0.726,0.935
178,0.192,0,0,0,0,1.555,0.518,0.471,156.689,0.996,100,1.098,0.910,0.907
179,0.266,0,0,0,0,1.951,0.728,0.464,110.982,0.877,100,1.568,0.638,0.904
180,0.309,0,0,0,0,2.379,0.924,0.426,60.798,0.687,100,2.168,0.461,0.855
181,0.209,0,0,0,0,1.648,0.577,0.461,25.294,0.967,100,1.251,0.799,0.906
182,0.205,0,0,0,0,1.609,0.544,0.479,134.998,0.993,100,1.137,0.880,0.895
183,0.675,0,0,0,0,4.361,1.059,0.812,125.433,0.446,100,1.304,0.767,0.721
184,0.083,0,0,0,0,1.812,0.445,0.237,73.806,0.317,100,1.877,0.533,0.567
185,0.152,0,0,0,0,1.423,0.481,0.403,35.942,0.947,100,1.192,0.839,0.864
186,0.253,0,0,0,0,1.835,0.710,0.453,148.365,0.943,100,1.566,0.639,0.899
187,0.139,0,0,0,0,1.384,0.445,0.399,120.807,0.914,100,1.114,0.898,0.842
188,0.235,0,0,0,0,2.099,0.773,0.387,89.878,0.671,100,1.996,0.501,0.812
189,0.148,0,0,0,0,1.368,0.471,0.401,158.812,0.994,100,1.176,0.851,0.919
190,0.937,0,0,0,0,4.976,1.296,0.920,46.872,0.475,100,1.410,0.709,0.765
191,0.409,0,0,0,0,2.659,0.877,0.594,51.910,0.728,100,1.476,0.678,0.855
192,0.274,0,0,0,0,2.044,0.813,0.430,70.520,0.825,100,1.890,0.529,0.887
193,0.209,0,0,0,0,1.648,0.544,0.489,90.000,0.967,100,1.113,0.899,0.889
194,0.409,0,0,0,0,2.620,1.136,0.459,128.084,0.750,100,2.476,0.404,0.883
195,0.161,0,0,0,0,1.516,0.520,0.395,23.347,0.881,100,1.318,0.759,0.841
196,0.131,0,0,0,0,1.236,0.431,0.386,45.001,1.000,100,1.116,0.896,0.923
197,0.353,0,0,0,0,2.340,0.959,0.468,124.721,0.810,100,2.049,0.488,0.880
198,0.566,0,0,0,0,3.435,1.417,0.509,74.822,0.603,100,2.784,0.359,0.802
199,0.418,0,0,0,0,2.659,1.005,0.530,16.502,0.743,100,1.898,0.527,0.889
200,0.588,0,0,0,0,3.467,1.553,0.482,156.326,0.615,100,3.223,0.310,0.885
201,0.139,0,0,0,0,1.275,0.421,0.421,0.000,1.000,100,1.000,1.000,0.941
202,0.148,0,0,0,0,1.571,0.454,0.415,10.172,0.754,100,1.094,0.914,0.819
203,0.235,0,0,0,0,1.796,0.737,0.406,45.000,0.916,100,1.814,0.551,0.908
204,0.213,0,0,0,0,1.703,0.632,0.430,123.998,0.925,100,1.468,0.681,0.883
205,0.157,0,0,0,0,1.368,0.487,0.410,72.971,1.000,100,1.186,0.843,0.935
206,0.375,0,0,0,0,2.495,1.015,0.470,77.680,0.756,100,2.160,0.463,0.896
207,0.187,0,0,0,0,1.516,0.532,0.448,159.772,1.000,100,1.187,0.843,0.896
208,0.166,0,0,0,0,1.593,0.497,0.424,17.488,0.819,100,1.173,0.853,0.874
209,0.139,0,0,0,0,1.329,0.465,0.382,37.136,0.991,100,1.216,0.822,0.889
210,0.126,0,0,0,0,1.252,0.413,0.390,11.310,1.000,100,1.060,0.943,0.866
211,0.144,0,0,0,0,1.329,0.471,0.389,151.423,1.000,100,1.211,0.825,0.904
212,0.192,0,0,0,0,1.757,0.586,0.416,66.525,0.780,100,1.410,0.709,0.800
213,0.200,0,0,0,0,1.648,0.572,0.446,103.510,0.927,100,1.283,0.779,0.876
214,0.152,0,0,0,0,1.423,0.462,0.420,139.198,0.947,100,1.099,0.910,0.864
215,0.253,0,0,0,0,2.504,0.904,0.356,126.998,0.506,100,2.538,0.394,0.716
216,0.187,0,0,0,0,1.516,0.515,0.463,176.554,1.000,100,1.114,0.898,0.915
217,0.392,0,0,0,0,2.829,1.074,0.465,150.057,0.615,100,2.311,0.433,0.779
218,0.605,0,0,0,0,4.033,1.780,0.433,8.773,0.468,100,4.111,0.243,0.845
219,0.248,0,0,0,0,1.835,0.723,0.437,134.999,0.927,100,1.654,0.605,0.905
220,0.270,0,0,0,0,1.912,0.745,0.462,101.311,0.928,100,1.614,0.620,0.925
221,0.148,0,0,0,0,1.368,0.464,0.406,2.005,0.994,100,1.143,0.875,0.907
222,0.213,0,0,0,0,1.664,0.630,0.431,32.347,0.969,100,1.462,0.684,0.883
223,0.152,0,0,0,0,1.384,0.471,0.412,76.799,1.000,100,1.143,0.875,0.875
224,0.144,0,0,0,0,1.313,0.443,0.413,45.000,1.000,100,1.071,0.934,0.957
225,0.157,0,0,0,0,1.423,0.452,0.441,103.351,0.974,100,1.025,0.976,0.878
226,0.287,0,0,0,0,2.021,0.821,0.446,126.422,0.884,100,1.841,0.543,0.886
227,0.340,0,0,0,0,2.247,0.898,0.482,31.441,0.846,100,1.865,0.536,0.891
228,0.409,0,0,0,0,2.456,0.984,0.530,108.157,0.853,100,1.856,0.539,0.917
229,0.183,0,0,0,0,1.516,0.508,0.458,28.382,1.000,100,1.110,0.901,0.884
230,0.166,0,0,0,0,1.461,0.478,0.441,164.207,0.974,100,1.083,0.924,0.894
231,0.605,0,0,0,0,3.583,1.565,0.493,17.460,0.593,100,3.177,0.315,0.874
232,0.436,0,0,0,0,2.791,1.032,0.538,73.645,0.703,100,1.919,0.521,0.866
233,0.305,0,0,0,0,2.005,0.722,0.538,88.736,0.953,100,1.343,0.744,0.921
234,0.418,0,0,0,0,2.433,0.940,0.567,151.447,0.887,100,1.659,0.603,0.893
235,0.366,0,0,0,0,2.285,0.825,0.565,139.863,0.880,100,1.462,0.684,0.880
236,0.287,0,0,0,0,2.099,0.649,0.564,175.821,0.820,100,1.149,0.870,0.874
237,0.240,0,0,0,0,1.741,0.590,0.517,21.233,0.993,100,1.140,0.877,0.909
238,0.287,0,0,0,0,2.823,0.713,0.513,13.462,0.453,100,1.389,0.720,0.750
239,0.501,0,0,0,0,2.845,1.162,0.549,45.178,0.777,100,2.116,0.473,0.888
240,0.457,0,0,0,0,2.752,0.959,0.607,19.057,0.759,100,1.579,0.633,0.868
241,0.531,0,0,0,0,3.537,1.425,0.475,156.361,0.534,100,3.000,0.333,0.830
242,0.283,0,0,0,0,1.967,0.643,0.561,142.852,0.920,100,1.147,0.872,0.890
243,0.257,0,0,0,0,1.928,0.594,0.551,97.724,0.869,100,1.079,0.927,0.861
244,0.867,0,0,0,0,3.885,1.612,0.685,10.589,0.722,100,2.356,0.425,0.905
245,0.579,0,0,0,0,4.339,1.440,0.512,58.113,0.387,100,2.812,0.356,0.758
246,0.418,0,0,0,0,2.340,0.828,0.643,124.499,0.960,100,1.289,0.776,0.914
247,0.227,0,0,0,0,1.687,0.551,0.523,179.384,1.000,100,1.054,0.948,0.912
248,0.375,0,0,0,0,2.411,0.782,0.610,103.680,0.810,100,1.283,0.780,0.873
249,0.200,0,0,0,0,1.648,0.515,0.496,31.155,0.927,100,1.038,0.963,0.876
250,0.218,0,0,0,0,1.648,0.535,0.518,171.712,1.000,100,1.034,0.967,0.917
251,0.257,0,0,0,0,2.379,0.595,0.550,19.279,0.571,100,1.083,0.923,0.831
252,0.588,0,0,0,0,2.852,1.081,0.693,88.537,0.908,100,1.561,0.641,0.947
253,0.562,0,0,0,0,3.032,1.284,0.557,140.258,0.768,100,2.306,0.434,0.905
254,0.314,0,0,0,0,2.005,0.672,0.594,100.024,0.980,100,1.132,0.883,0.923
255,0.283,0,0,0,0,1.967,0.638,0.565,16.880,0.920,100,1.129,0.886,0.890
256,0.231,0,0,0,0,1.741,0.572,0.514,8.418,0.957,100,1.115,0.897,0.891
257,0.222,0,0,0,0,1.741,0.570,0.496,121.675,0.921,100,1.150,0.870,0.903
258,0.440,0,0,0,0,2.549,1.005,0.558,101.582,0.851,100,1.802,0.555,0.906
259,0.270,0,0,0,0,2.021,0.648,0.531,51.231,0.831,100,1.221,0.819,0.849
260,0.510,0,0,0,0,2.884,1.215,0.534,36.368,0.770,100,2.275,0.440,0.903
261,0.257,0,0,0,0,2.021,0.673,0.486,20.071,0.790,100,1.384,0.723,0.868
262,0.235,0,0,0,0,1.835,0.551,0.544,122.537,0.878,100,1.013,0.987,0.850
263,1.185,0,0,0,0,4.996,2.163,0.697,177.476,0.596,100,3.103,0.322,0.896
264,0.227,0,0,0,0,1.835,0.581,0.496,168.703,0.846,100,1.171,0.854,0.852
265,0.836,0,0,0,0,4.400,1.142,0.933,12.261,0.543,100,1.224,0.817,0.782
266,1.002,0,0,0,0,4.960,1.181,1.080,58.281,0.512,100,1.094,0.914,0.836
267,0.314,0,0,0,0,2.005,0.720,0.555,150.899,0.980,100,1.297,0.771,0.929
268,0.362,0,0,0,0,2.495,0.723,0.637,14.120,0.730,100,1.134,0.882,0.878
269,0.253,0,0,0,0,2.076,0.600,0.536,177.374,0.737,100,1.121,0.892,0.811
270,0.584,0,0,0,0,3.048,1.097,0.677,36.282,0.789,100,1.620,0.617,0.867
271,0.475,0,0,0,0,2.643,1.030,0.587,60.080,0.854,100,1.755,0.570,0.912
272,0.536,0,0,0,0,3.109,1.218,0.560,166.002,0.696,100,2.174,0.460,0.854
273,0.370,0,0,0,0,2.340,0.823,0.573,51.686,0.850,100,1.438,0.695,0.899
274,0.274,0,0,0,0,1.967,0.635,0.550,14.764,0.892,100,1.154,0.866,0.869
275,0.592,0,0,0,0,3.949,1.076,0.701,19.535,0.477,100,1.536,0.651,0.800
276,0.409,0,0,0,0,2.379,0.911,0.572,46.162,0.909,100,1.592,0.628,0.917
277,0.274,0,0,0,0,2.115,0.695,0.502,69.668,0.771,100,1.384,0.722,0.840
278,0.283,0,0,0,0,2.301,0.640,0.563,26.501,0.672,100,1.137,0.879,0.828
279,0.427,0,0,0,0,2.604,0.933,0.583,68.094,0.791,100,1.602,0.624,0.879
280,0.810,0,0,0,0,3.988,1.612,0.640,66.060,0.640,100,2.519,0.397,0.865
281,0.335,0,0,0,0,2.877,0.855,0.499,3.156,0.509,100,1.712,0.584,0.811
282,0.392,0,0,0,0,2.379,0.869,0.574,34.608,0.871,100,1.513,0.661,0.882
283,0.209,0,0,0,0,1.648,0.545,0.488,75.991,0.967,100,1.116,0.896,0.881
284,0.575,0,0,0,0,3.489,1.435,0.510,77.364,0.593,100,2.815,0.355,0.812
285,0.235,0,0,0,0,1.741,0.583,0.513,55.606,0.975,100,1.136,0.880,0.900
286,0.213,0,0,0,0,1.609,0.564,0.482,90.000,1.000,100,1.169,0.856,0.907
287,0.231,0,0,0,0,1.687,0.618,0.475,7.711,1.000,100,1.300,0.769,0.930
288,0.240,0,0,0,0,1.796,0.622,0.490,99.809,0.933,100,1.269,0.788,0.880
289,1.189,0,0,0,0,6.055,2.566,0.590,113.900,0.408,100,4.349,0.230,0.717
